lead_id,lead_profile,persona_profile,need_profile
3575,L1,P3,N1
3576,L1,P2,N3
3577,L1,P2,N1
3578,L4,P4,N1
3579,L3,P3,N1
3580,L1,P4,N2
3581,L2,P6,N1
3582,L2,P3,N1
3583,L1,P1,N1
3584,L2,P3,N1
3585,L3,P2,N1
3586,L2,P3,N2
3587,L1,P2,N1
3588,L1,P1,N2
3589,L4,P4,N1
3590,L1,P6,N1
3591,L1,P2,N2
3592,L5,P2,N2
3593,L1,P2,N1
3594,L3,P4,N2
3595,L1,P3,N3
3596,L6,P2,N1
3597,L1,P3,N2
3598,L2,P3,N1
3599,L5,P3,N3
3600,L1,P3,N1
3601,L6,P1,N3
3602,L4,P4,N2
3603,L1,P2,N2
3604,L3,P1,N3
3605,L4,P4,N2
3606,L1,P2,N1
3607,L1,P2,N1
3608,L2,P2,N1
3609,L1,P3,N2
3610,L1,P7,N2
3611,L6,P1,N3
3612,L3,P2,N1
3613,L5,P4,N3
3614,L1,P3,N3
3615,L5,P5,N3
3616,L6,P5,N2
3617,L2,P1,N1
3618,L2,P1,N3
3619,L2,P6,N2
3620,L1,P1,N2
3621,L4,P4,N1
3622,L6,P1,N1
3623,L5,P3,N1
3624,L1,P1,N2
3625,L1,P2,N1
3626,L3,P1,N3
3627,L2,P5,N1
3628,L1,P6,N1
3629,L1,P1,N1
3630,L1,P2,N1
3631,L1,P1,N1
3632,L1,P2,N2
3633,L2,P1,N3
3634,L1,P2,N1
3635,L1,P7,N1
3636,L5,P6,N2
3637,L1,P6,N1
3638,L3,P1,N2
3639,L2,P1,N2
3640,L3,P1,N3
3641,L3,P2,N1
3642,L1,P4,N3
3643,L6,P7,N3
3644,L1,P3,N1
3645,L1,P1,N1
3646,L1,P5,N1
3647,L1,P5,N3
3648,L1,P3,N3
3649,L6,P4,N1
3650,L5,P1,N1
3651,L1,P6,N1
3652,L1,P2,N2
3653,L1,P1,N3
3654,L1,P1,N2
3655,L1,P7,N2
3656,L2,P1,N1
3657,L2,P6,N2
3658,L2,P2,N1
3659,L5,P6,N1
3660,L1,P7,N3
3661,L1,P6,N3
3662,L2,P2,N2
3663,L2,P5,N2
3664,L2,P1,N1
3665,L1,P2,N1
3666,L5,P2,N2
3667,L2,P3,N2
3668,L5,P2,N2
3669,L5,P1,N2
3670,L5,P3,N1
3671,L2,P1,N1
3672,L1,P3,N1
3673,L1,P3,N2
3674,L1,P6,N3
3675,L1,P2,N2
3676,L1,P6,N2
3677,L1,P3,N2
3678,L3,P1,N1
3679,L4,P4,N1
3680,L2,P5,N1
3681,L1,P5,N3
3682,L1,P3,N1
3683,L1,P1,N2
3684,L2,P5,N1
3685,L1,P2,N2
3686,L5,P1,N1
3687,L6,P3,N3
3688,L6,P6,N1
3689,L4,P4,N3
3690,L6,P5,N2
3691,L1,P2,N1
3692,L3,P3,N2
3693,L6,P1,N2
3694,L5,P1,N1
3695,L2,P3,N2
3696,L1,P2,N2
3697,L2,P3,N2
3698,L6,P7,N2
3699,L4,P4,N2
3700,L2,P1,N1
3701,L6,P1,N1
3702,L1,P7,N1
3703,L1,P3,N2
3704,L1,P2,N1
3705,L5,P1,N1
3706,L1,P7,N2
3707,L3,P7,N1
3708,L3,P3,N1
3709,L1,P1,N3
3710,L1,P2,N2
3711,L1,P1,N2
3712,L1,P1,N3
3713,L3,P2,N2
3714,L2,P2,N3
3715,L4,P4,N1
3716,L1,P1,N1
3717,L1,P1,N1
3718,L1,P2,N3
3719,L1,P2,N1
3720,L3,P3,N1
3721,L1,P3,N2
3722,L3,P1,N3
3723,L1,P3,N1
3724,L1,P3,N2
3725,L1,P1,N3
3726,L2,P2,N1
3727,L1,P5,N2
3728,L3,P3,N1
3729,L1,P7,N1
3730,L1,P2,N1
3731,L2,P1,N1
3732,L6,P3,N1
3733,L3,P1,N2
3734,L1,P3,N1
3735,L3,P7,N1
3736,L2,P1,N2
3737,L3,P3,N3
3738,L6,P2,N1
3739,L6,P6,N1
3740,L3,P1,N1
3741,L1,P2,N3
3742,L1,P1,N3
3743,L3,P1,N1
3744,L1,P1,N1
3745,L3,P2,N2
3746,L4,P4,N2
3747,L1,P6,N1
3748,L3,P3,N1
3749,L4,P4,N1
3750,L1,P1,N2
3751,L2,P3,N3
3752,L1,P5,N1
3753,L6,P3,N3
3754,L1,P2,N1
3755,L6,P7,N2
3756,L6,P2,N3
3757,L6,P7,N2
3758,L2,P1,N3
3759,L4,P4,N1
3760,L1,P2,N3
3761,L1,P2,N2
3762,L1,P2,N1
3763,L3,P2,N2
3764,L4,P4,N1
3765,L1,P1,N1
3766,L6,P1,N3
3767,L4,P4,N1
3768,L2,P1,N1
3769,L2,P2,N1
3770,L1,P3,N3
3771,L1,P3,N1
3772,L1,P6,N1
3773,L1,P6,N1
3774,L2,P2,N1
3775,L6,P3,N1
3776,L2,P1,N1
3777,L2,P3,N1
3778,L5,P3,N2
3779,L6,P1,N1
3780,L6,P7,N1
3781,L1,P3,N2
3782,L3,P1,N1
3783,L1,P2,N1
3784,L6,P3,N3
3785,L3,P3,N2
3786,L1,P1,N2
3787,L2,P1,N2
3788,L1,P2,N3
3789,L3,P3,N1
3790,L6,P1,N1
3791,L4,P4,N3
3792,L2,P7,N1
3793,L1,P3,N2
3794,L1,P7,N1
3795,L3,P3,N1
3796,L5,P1,N2
3797,L2,P2,N2
3798,L1,P3,N2
3799,L1,P4,N1
3800,L1,P3,N1
3801,L1,P3,N2
3802,L2,P5,N1
3803,L1,P5,N2
3804,L1,P6,N2
3805,L2,P1,N1
3806,L2,P6,N1
3807,L3,P1,N2
3808,L4,P4,N1
3809,L4,P4,N1
3810,L1,P1,N3
3811,L3,P1,N1
3812,L5,P1,N2
3813,L1,P1,N1
3814,L1,P1,N1
3815,L1,P2,N2
3816,L5,P2,N1
3817,L1,P5,N2
3818,L1,P2,N1
3819,L1,P7,N2
3820,L6,P3,N2
3821,L1,P3,N2
3822,L1,P3,N1
3823,L1,P3,N1
3824,L1,P6,N1
3825,L2,P6,N3
3826,L1,P2,N2
3827,L5,P2,N2
3828,L5,P6,N1
3829,L5,P3,N1
3830,L1,P1,N1
3831,L1,P3,N1
3832,L3,P7,N1
3833,L2,P1,N1
3834,L2,P1,N1
3835,L1,P6,N2
3836,L1,P3,N1
3837,L1,P2,N1
3838,L2,P1,N2
3839,L1,P1,N3
3840,L2,P2,N1
3841,L1,P5,N2
3842,L1,P2,N1
3843,L1,P1,N2
3844,L2,P1,N3
3845,L2,P1,N1
3846,L1,P6,N2
3847,L3,P3,N1
3848,L5,P6,N1
3849,L2,P6,N1
3850,L2,P3,N3
3851,L1,P1,N1
3852,L1,P3,N1
3853,L2,P1,N1
3854,L2,P6,N1
3855,L6,P3,N1
3856,L1,P3,N1
3857,L3,P3,N1
3858,L3,P3,N1
3859,L2,P2,N2
3860,L4,P4,N3
3861,L1,P1,N1
3862,L1,P2,N1
3863,L1,P3,N3
3864,L1,P6,N2
3865,L2,P6,N3
3866,L1,P2,N2
3867,L2,P3,N2
3868,L6,P3,N1
3869,L6,P1,N1
3870,L3,P1,N2
3871,L2,P7,N2
3872,L1,P4,N2
3873,L3,P6,N3
3874,L1,P3,N1
3875,L3,P1,N1
3876,L6,P2,N3
3877,L3,P5,N3
3878,L1,P3,N3
3879,L1,P7,N2
3880,L2,P2,N3
3881,L1,P3,N1
3882,L5,P2,N1
3883,L2,P3,N1
3884,L1,P7,N1
3885,L1,P1,N3
3886,L1,P2,N1
3887,L4,P4,N2
3888,L3,P1,N1
3889,L5,P2,N2
3890,L1,P3,N1
3891,L1,P2,N2
3892,L3,P2,N1
3893,L6,P1,N1
3894,L1,P5,N1
3895,L5,P2,N2
3896,L5,P3,N2
3897,L1,P3,N3
3898,L1,P1,N3
3899,L1,P3,N1
3900,L1,P2,N1
3901,L4,P6,N1
3902,L1,P5,N1
3903,L2,P2,N1
3904,L1,P3,N3
3905,L1,P2,N3
3906,L5,P7,N1
3907,L6,P1,N2
3908,L3,P2,N3
3909,L1,P1,N1
3910,L2,P1,N3
3911,L2,P1,N3
3912,L1,P1,N3
3913,L2,P1,N2
3914,L1,P1,N1
3915,L1,P1,N1
3916,L5,P4,N3
3917,L1,P1,N1
3918,L5,P3,N1
3919,L6,P7,N1
3920,L1,P2,N1
3921,L1,P1,N1
3922,L1,P3,N3
3923,L2,P3,N2
3924,L2,P1,N1
3925,L1,P3,N1
3926,L2,P3,N2
3927,L1,P3,N2
3928,L1,P2,N3
3929,L3,P3,N3
3930,L2,P1,N1
3931,L6,P1,N3
3932,L1,P5,N2
3933,L5,P2,N2
3934,L4,P4,N2
3935,L1,P6,N1
3936,L1,P2,N1
3937,L6,P5,N2
3938,L2,P2,N1
3939,L1,P1,N2
3940,L1,P2,N1
3941,L3,P3,N2
3942,L2,P5,N3
3943,L6,P1,N1
3944,L1,P3,N1
3945,L5,P2,N2
3946,L1,P1,N1
3947,L5,P1,N1
3948,L2,P3,N2
3949,L2,P7,N1
3950,L1,P5,N2
3951,L1,P2,N1
3952,L1,P3,N1
3953,L1,P3,N1
3954,L6,P1,N3
3955,L4,P4,N2
3956,L6,P1,N1
3957,L3,P6,N1
3958,L1,P3,N2
3959,L2,P1,N2
3960,L1,P2,N1
3961,L1,P1,N1
3962,L2,P3,N1
3963,L4,P4,N2
3964,L6,P7,N3
3965,L1,P2,N2
3966,L1,P6,N2
3967,L1,P1,N1
3968,L3,P2,N2
3969,L2,P6,N2
3970,L5,P3,N1
3971,L1,P7,N3
3972,L3,P6,N1
3973,L1,P4,N2
3974,L5,P1,N2
3975,L1,P1,N3
3976,L1,P2,N1
3977,L5,P6,N3
3978,L4,P4,N1
3979,L6,P3,N1
3980,L6,P1,N3
3981,L1,P3,N1
3982,L3,P7,N2
3983,L1,P2,N1
3984,L1,P2,N3
3985,L5,P2,N2
3986,L3,P2,N1
3987,L6,P2,N3
3988,L4,P4,N3
3989,L2,P1,N3
3990,L1,P7,N2
3991,L2,P3,N2
3992,L3,P1,N2
3993,L2,P3,N3
3994,L5,P2,N2
3995,L2,P1,N3
3996,L3,P2,N1
3997,L5,P1,N1
3998,L1,P6,N2
3999,L1,P2,N1
4000,L1,P7,N1
4001,L2,P2,N2
4002,L1,P7,N2
4003,L2,P3,N1
4004,L5,P1,N1
4005,L4,P4,N1
4006,L5,P6,N3
4007,L1,P6,N1
4008,L3,P3,N3
4009,L3,P2,N1
4010,L1,P2,N3
4011,L1,P7,N3
4012,L1,P1,N1
4013,L1,P7,N3
4014,L1,P5,N1
4015,L3,P2,N3
4016,L2,P3,N3
4017,L1,P2,N3
4018,L1,P6,N1
4019,L2,P5,N1
4020,L1,P3,N1
4021,L3,P2,N3
4022,L1,P7,N1
4023,L5,P2,N2
4024,L2,P2,N1
4025,L1,P5,N1
4026,L2,P4,N1
4027,L4,P4,N1
4028,L1,P3,N2
4029,L1,P3,N1
4030,L4,P4,N1
4031,L3,P3,N2
4032,L1,P3,N1
4033,L3,P5,N2
4034,L1,P3,N2
4035,L3,P5,N2
4036,L1,P3,N3
4037,L4,P4,N3
4038,L2,P1,N3
4039,L3,P1,N3
4040,L2,P3,N1
4041,L1,P3,N1
4042,L1,P5,N1
4043,L2,P2,N2
4044,L4,P4,N1
4045,L5,P5,N3
4046,L2,P3,N1
4047,L1,P3,N3
4048,L2,P2,N1
4049,L2,P7,N1
4050,L1,P5,N1
4051,L1,P1,N1
4052,L6,P4,N3
4053,L1,P1,N1
4054,L1,P3,N1
4055,L1,P7,N3
4056,L1,P3,N1
4057,L1,P6,N1
4058,L1,P1,N1
4059,L5,P1,N1
4060,L1,P1,N3
4061,L1,P6,N1
4062,L2,P1,N2
4063,L1,P1,N1
4064,L1,P1,N1
4065,L2,P3,N2
4066,L1,P3,N2
4067,L3,P1,N2
4068,L2,P5,N1
4069,L4,P4,N1
4070,L1,P1,N2
4071,L1,P6,N2
4072,L1,P7,N1
4073,L3,P6,N1
4074,L5,P1,N2
4075,L1,P7,N1
4076,L3,P2,N2
4077,L3,P1,N2
4078,L3,P7,N1
4079,L2,P1,N1
4080,L2,P7,N2
4081,L1,P2,N2
4082,L1,P3,N3
4083,L2,P1,N2
4084,L2,P6,N1
4085,L1,P1,N1
4086,L3,P7,N2
4087,L6,P2,N1
4088,L1,P1,N2
4089,L1,P2,N1
4090,L2,P3,N1
4091,L6,P6,N1
4092,L5,P1,N3
4093,L5,P1,N2
4094,L1,P5,N2
4095,L2,P7,N1
4096,L1,P1,N3
4097,L2,P1,N3
4098,L1,P3,N1
4099,L1,P3,N2
4100,L3,P3,N3
4101,L4,P4,N1
4102,L1,P1,N1
4103,L1,P2,N2
4104,L1,P2,N1
4105,L1,P6,N2
4106,L1,P2,N2
4107,L1,P1,N3
4108,L1,P3,N1
4109,L3,P1,N2
4110,L2,P1,N3
4111,L2,P5,N1
4112,L2,P3,N1
4113,L2,P6,N3
4114,L2,P1,N1
4115,L1,P6,N1
4116,L2,P6,N2
4117,L4,P4,N1
4118,L1,P1,N2
4119,L1,P6,N1
4120,L3,P6,N3
4121,L1,P1,N1
4122,L2,P6,N1
4123,L3,P6,N1
4124,L2,P1,N3
4125,L4,P4,N3
4126,L3,P3,N1
4127,L6,P3,N1
4128,L1,P6,N1
4129,L3,P6,N1
4130,L2,P1,N3
4131,L1,P2,N3
4132,L4,P4,N1
4133,L3,P4,N3
4134,L1,P5,N1
4135,L1,P2,N3
4136,L1,P1,N1
4137,L5,P5,N1
4138,L4,P4,N3
4139,L1,P3,N1
4140,L1,P3,N3
4141,L2,P3,N2
4142,L4,P4,N3
4143,L2,P2,N3
4144,L2,P3,N1
4145,L1,P2,N1
4146,L1,P2,N2
4147,L6,P3,N1
4148,L4,P4,N2
4149,L2,P3,N1
4150,L6,P2,N2
4151,L3,P5,N1
4152,L3,P2,N1
4153,L2,P5,N3
4154,L2,P3,N3
4155,L2,P2,N1
4156,L1,P3,N1
4157,L1,P1,N2
4158,L2,P6,N1
4159,L2,P6,N2
4160,L1,P6,N2
4161,L1,P3,N1
4162,L1,P7,N1
4163,L3,P2,N1
4164,L1,P2,N1
4165,L1,P1,N2
4166,L3,P1,N1
4167,L1,P1,N3
4168,L4,P4,N2
4169,L1,P2,N1
4170,L2,P5,N2
4171,L1,P2,N1
4172,L6,P5,N1
4173,L1,P4,N2
4174,L1,P1,N1
4175,L1,P6,N1
4176,L1,P1,N1
4177,L4,P4,N1
4178,L2,P2,N2
4179,L1,P7,N3
4180,L1,P2,N2
4181,L1,P1,N1
4182,L2,P2,N2
4183,L1,P1,N1
4184,L4,P4,N3
4185,L1,P2,N1
4186,L4,P5,N1
4187,L1,P3,N3
4188,L4,P4,N2
4189,L5,P1,N3
4190,L5,P2,N1
4191,L1,P1,N2
4192,L1,P1,N1
4193,L1,P2,N1
4194,L4,P2,N3
4195,L2,P6,N1
4196,L1,P6,N2
4197,L2,P3,N3
4198,L2,P3,N3
4199,L2,P2,N1
4200,L4,P4,N1
4201,L2,P3,N3
4202,L6,P3,N2
4203,L3,P2,N1
4204,L1,P3,N1
4205,L4,P4,N1
4206,L3,P1,N3
4207,L3,P6,N1
4208,L1,P3,N2
4209,L1,P2,N1
4210,L3,P2,N1
4211,L3,P5,N2
4212,L1,P2,N3
4213,L2,P3,N1
4214,L1,P5,N1
4215,L3,P1,N2
4216,L2,P7,N1
4217,L4,P4,N1
4218,L2,P1,N2
4219,L1,P7,N1
4220,L2,P6,N2
4221,L1,P1,N1
4222,L1,P3,N2
4223,L1,P1,N3
4224,L3,P5,N3
4225,L1,P2,N2
4226,L3,P5,N2
4227,L6,P3,N1
4228,L1,P3,N3
4229,L1,P7,N3
4230,L6,P2,N2
4231,L1,P2,N1
4232,L5,P5,N1
4233,L6,P2,N2
4234,L1,P1,N2
4235,L2,P1,N1
4236,L3,P1,N1
4237,L6,P1,N2
4238,L3,P7,N3
4239,L2,P3,N2
4240,L2,P3,N1
4241,L1,P1,N3
4242,L4,P4,N1
4243,L1,P1,N1
4244,L4,P4,N1
4245,L6,P7,N1
4246,L1,P1,N2
4247,L3,P7,N2
4248,L1,P3,N3
4249,L4,P4,N2
4250,L4,P4,N1
4251,L3,P3,N2
4252,L2,P3,N2
4253,L1,P2,N2
4254,L2,P7,N1
4255,L1,P1,N3
4256,L1,P2,N2
4257,L2,P1,N1
4258,L1,P7,N3
4259,L1,P6,N1
4260,L2,P1,N1
4261,L1,P1,N2
4262,L1,P7,N3
4263,L2,P6,N2
4264,L6,P2,N1
4265,L2,P3,N3
4266,L5,P7,N1
4267,L1,P1,N1
4268,L5,P3,N2
4269,L1,P7,N1
4270,L1,P6,N2
4271,L1,P6,N3
4272,L6,P6,N1
4273,L1,P1,N1
4274,L1,P6,N1
4275,L3,P1,N2
4276,L1,P5,N2
4277,L5,P5,N3
4278,L1,P1,N2
4279,L4,P4,N3
4280,L4,P4,N1
4281,L1,P1,N1
4282,L3,P3,N1
4283,L1,P4,N2
4284,L5,P5,N3
4285,L2,P2,N1
4286,L1,P2,N1
4287,L6,P7,N1
4288,L3,P2,N2
4289,L2,P1,N3
4290,L1,P2,N1
4291,L4,P4,N2
4292,L1,P1,N1
4293,L4,P4,N1
4294,L4,P4,N1
4295,L1,P3,N2
4296,L2,P1,N2
4297,L3,P2,N2
4298,L1,P1,N3
4299,L1,P6,N1
4300,L1,P7,N2
4301,L1,P1,N2
4302,L1,P1,N1
4303,L1,P2,N1
4304,L3,P1,N1
4305,L6,P1,N1
4306,L6,P3,N1
4307,L1,P2,N1
4308,L2,P1,N3
4309,L4,P5,N3
4310,L2,P1,N2
4311,L1,P7,N2
4312,L2,P1,N3
4313,L1,P3,N1
4314,L2,P1,N2
4315,L2,P3,N2
4316,L1,P1,N3
4317,L1,P5,N2
4318,L1,P5,N1
4319,L1,P7,N2
4320,L1,P1,N1
4321,L3,P6,N1
4322,L6,P3,N2
4323,L3,P1,N2
4324,L2,P1,N1
4325,L1,P3,N1
4326,L1,P3,N2
4327,L1,P7,N1
4328,L2,P7,N3
4329,L6,P3,N1
4330,L6,P1,N2
4331,L1,P5,N1
4332,L4,P4,N3
4333,L6,P3,N3
4334,L1,P2,N1
4335,L4,P4,N2
4336,L4,P4,N2
4337,L1,P1,N1
4338,L1,P3,N2
4339,L1,P1,N3
4340,L1,P1,N2
4341,L2,P3,N3
4342,L3,P6,N1
4343,L3,P3,N3
4344,L5,P1,N3
4345,L4,P4,N1
4346,L2,P2,N1
4347,L2,P3,N2
4348,L6,P1,N3
4349,L4,P5,N1
4350,L3,P1,N1
4351,L5,P3,N2
4352,L5,P1,N1
4353,L1,P2,N2
4354,L1,P6,N2
4355,L4,P4,N3
4356,L3,P1,N1
4357,L2,P6,N3
4358,L1,P2,N2
4359,L1,P2,N3
4360,L2,P6,N1
4361,L4,P2,N3
4362,L2,P2,N3
4363,L4,P4,N2
4364,L2,P6,N1
4365,L1,P2,N1
4366,L1,P1,N1
4367,L1,P2,N1
4368,L1,P1,N2
4369,L5,P2,N3
4370,L6,P1,N2
4371,L1,P2,N1
4372,L3,P3,N1
4373,L2,P2,N3
4374,L1,P2,N1
4375,L1,P1,N3
4376,L1,P3,N1
4377,L2,P3,N1
4378,L1,P2,N2
4379,L1,P6,N1
4380,L2,P3,N1
4381,L1,P2,N2
4382,L1,P6,N1
4383,L4,P4,N2
4384,L4,P4,N1
4385,L1,P5,N2
4386,L1,P6,N1
4387,L1,P3,N1
4388,L2,P1,N2
4389,L5,P2,N1
4390,L1,P1,N1
4391,L2,P2,N1
4392,L1,P3,N1
4393,L1,P3,N1
4394,L2,P2,N3
4395,L4,P4,N1
4396,L1,P5,N2
4397,L4,P4,N1
4398,L1,P6,N1
4399,L4,P4,N2
4400,L2,P1,N2
4401,L1,P1,N3
4402,L3,P1,N1
4403,L2,P5,N1
4404,L1,P6,N2
4405,L6,P3,N1
4406,L5,P6,N1
4407,L6,P7,N1
4408,L2,P2,N1
4409,L1,P3,N3
4410,L2,P2,N3
4411,L2,P1,N2
4412,L2,P7,N1
4413,L1,P2,N2
4414,L1,P1,N2
4415,L4,P4,N2
4416,L6,P2,N2
4417,L2,P7,N3
4418,L2,P7,N1
4419,L4,P4,N2
4420,L5,P7,N3
4421,L4,P4,N3
4422,L1,P3,N3
4423,L1,P3,N1
4424,L1,P7,N2
4425,L2,P6,N1
4426,L2,P1,N2
4427,L3,P2,N3
4428,L1,P6,N1
4429,L5,P3,N3
4430,L2,P1,N3
4431,L6,P1,N1
4432,L5,P5,N3
4433,L3,P6,N1
4434,L1,P3,N1
4435,L6,P2,N1
4436,L1,P3,N3
4437,L1,P3,N1
4438,L1,P2,N1
4439,L3,P3,N2
4440,L2,P3,N1
4441,L5,P1,N1
4442,L4,P4,N3
4443,L2,P2,N1
4444,L6,P1,N2
4445,L2,P1,N2
4446,L4,P4,N1
4447,L1,P2,N3
4448,L3,P7,N3
4449,L2,P5,N3
4450,L3,P7,N3
4451,L3,P3,N3
4452,L1,P2,N3
4453,L1,P5,N1
4454,L2,P1,N1
4455,L4,P4,N2
4456,L1,P1,N3
4457,L3,P2,N3
4458,L1,P3,N2
4459,L2,P3,N3
4460,L5,P1,N2
4461,L5,P7,N2
4462,L1,P3,N1
4463,L1,P7,N1
4464,L4,P4,N1
4465,L5,P2,N1
4466,L2,P3,N2
4467,L2,P2,N1
4468,L2,P2,N3
4469,L1,P7,N1
4470,L1,P1,N2
4471,L1,P3,N1
4472,L1,P1,N3
4473,L2,P1,N1
4474,L1,P7,N2
4475,L4,P4,N2
4476,L1,P3,N2
4477,L6,P3,N2
4478,L1,P1,N2
4479,L2,P1,N3
4480,L2,P7,N1
4481,L2,P1,N3
4482,L2,P5,N1
4483,L2,P7,N1
4484,L1,P7,N1
4485,L3,P6,N1
4486,L4,P4,N1
4487,L3,P3,N3
4488,L1,P6,N2
4489,L4,P5,N3
4490,L3,P1,N1
4491,L2,P2,N2
4492,L4,P4,N1
4493,L5,P2,N1
4494,L2,P3,N1
4495,L1,P2,N2
4496,L5,P5,N2
4497,L1,P1,N1
4498,L4,P4,N1
4499,L1,P1,N1
4500,L1,P2,N1
4501,L4,P4,N2
4502,L1,P2,N2
4503,L1,P2,N3
4504,L3,P3,N3
4505,L1,P1,N3
4506,L1,P2,N3
4507,L1,P3,N2
4508,L1,P3,N1
4509,L1,P2,N3
4510,L2,P3,N1
4511,L1,P1,N2
4512,L5,P3,N2
4513,L3,P5,N1
4514,L1,P2,N2
4515,L3,P1,N3
4516,L2,P6,N3
4517,L1,P3,N3
4518,L5,P1,N2
4519,L6,P1,N2
4520,L4,P4,N3
4521,L3,P2,N1
4522,L1,P7,N1
4523,L2,P6,N3
4524,L1,P3,N3
4525,L6,P4,N2
4526,L3,P2,N1
4527,L4,P4,N3
4528,L1,P3,N2
4529,L1,P3,N1
4530,L4,P4,N3
4531,L2,P6,N2
4532,L3,P1,N1
4533,L1,P3,N1
4534,L1,P1,N3
4535,L1,P6,N2
4536,L1,P1,N1
4537,L5,P2,N2
4538,L1,P1,N1
4539,L2,P1,N1
4540,L1,P3,N2
4541,L1,P7,N1
4542,L1,P1,N1
4543,L1,P7,N1
4544,L3,P7,N1
4545,L3,P4,N2
4546,L6,P4,N2
4547,L1,P2,N1
4548,L1,P2,N3
4549,L1,P1,N2
4550,L4,P4,N3
4551,L1,P6,N1
4552,L2,P5,N1
4553,L2,P1,N3
4554,L1,P2,N1
4555,L1,P7,N3
4556,L1,P3,N3
4557,L1,P6,N1
4558,L1,P3,N1
4559,L3,P3,N3
4560,L1,P3,N1
4561,L6,P3,N2
4562,L6,P5,N1
4563,L5,P6,N2
4564,L1,P5,N3
4565,L3,P1,N2
4566,L6,P5,N1
4567,L1,P5,N2
4568,L3,P3,N2
4569,L2,P6,N1
4570,L2,P2,N2
4571,L1,P3,N2
4572,L4,P4,N1
4573,L1,P1,N3
4574,L3,P3,N1
4575,L1,P7,N1
4576,L2,P5,N1
4577,L3,P5,N1
4578,L4,P4,N1
4579,L3,P1,N1
4580,L2,P2,N2
4581,L3,P5,N2
4582,L1,P2,N3
4583,L3,P6,N2
4584,L6,P5,N2
4585,L3,P6,N2
4586,L2,P3,N3
4587,L4,P4,N1
4588,L2,P1,N1
4589,L3,P5,N1
4590,L1,P3,N1
4591,L1,P7,N1
4592,L4,P4,N1
4593,L2,P2,N2
4594,L5,P6,N3
4595,L3,P1,N2
4596,L1,P2,N2
4597,L6,P7,N2
4598,L1,P3,N2
4599,L1,P5,N1
4600,L4,P4,N1
4601,L2,P3,N3
4602,L1,P1,N1
4603,L2,P1,N2
4604,L1,P2,N1
4605,L2,P5,N1
4606,L2,P2,N1
4607,L3,P1,N2
4608,L2,P1,N1
4609,L1,P7,N1
4610,L2,P1,N1
4611,L6,P1,N1
4612,L1,P1,N2
4613,L6,P4,N1
4614,L4,P4,N1
4615,L3,P7,N3
4616,L1,P2,N1
4617,L1,P1,N2
4618,L1,P5,N2
4619,L3,P7,N1
4620,L1,P1,N1
4621,L1,P5,N1
4622,L1,P5,N1
4623,L4,P5,N1
4624,L4,P4,N2
4625,L3,P3,N1
4626,L1,P1,N1
4627,L1,P7,N2
4628,L5,P1,N1
4629,L3,P3,N2
4630,L2,P7,N1
4631,L6,P1,N2
4632,L2,P3,N3
4633,L1,P2,N2
4634,L1,P2,N3
4635,L4,P4,N1
4636,L1,P5,N1
4637,L2,P3,N1
4638,L1,P3,N1
4639,L1,P5,N3
4640,L6,P1,N1
4641,L1,P3,N1
4642,L1,P3,N3
4643,L1,P3,N1
4644,L6,P2,N2
4645,L4,P4,N1
4646,L1,P3,N3
4647,L4,P4,N1
4648,L3,P2,N2
4649,L1,P1,N2
4650,L3,P7,N3
4651,L1,P2,N3
4652,L3,P6,N2
4653,L4,P5,N1
4654,L2,P1,N1
4655,L1,P6,N3
4656,L1,P5,N2
4657,L4,P4,N3
4658,L1,P3,N2
4659,L1,P5,N1
4660,L2,P7,N1
4661,L1,P1,N1
4662,L5,P2,N2
4663,L1,P1,N1
4664,L1,P1,N1
4665,L4,P4,N2
4666,L1,P7,N1
4667,L1,P5,N1
4668,L1,P2,N1
4669,L1,P2,N2
4670,L4,P4,N1
4671,L4,P4,N2
4672,L6,P2,N3
4673,L1,P6,N2
4674,L2,P7,N3
4675,L1,P7,N1
4676,L5,P2,N1
4677,L1,P2,N1
4678,L1,P2,N2
4679,L1,P2,N1
4680,L2,P2,N3
4681,L2,P1,N2
4682,L1,P1,N3
4683,L1,P3,N1
4684,L1,P1,N2
4685,L1,P3,N1
4686,L2,P1,N2
4687,L1,P1,N2
4688,L2,P7,N1
4689,L2,P2,N3
4690,L5,P7,N2
4691,L6,P1,N2
4692,L2,P5,N1
4693,L3,P1,N1
4694,L1,P1,N1
4695,L1,P1,N2
4696,L4,P4,N1
4697,L6,P1,N3
4698,L4,P4,N3
4699,L1,P5,N1
4700,L4,P4,N2
4701,L1,P7,N1
4702,L1,P2,N1
4703,L1,P3,N1
4704,L3,P2,N3
4705,L6,P4,N3
4706,L1,P2,N1
4707,L1,P6,N1
4708,L3,P3,N1
4709,L4,P4,N2
4710,L1,P6,N1
4711,L1,P2,N3
4712,L4,P4,N3
4713,L4,P4,N1
4714,L6,P2,N3
4715,L1,P2,N3
4716,L1,P3,N2
4717,L1,P1,N3
4718,L1,P3,N1
4719,L5,P1,N2
4720,L2,P2,N1
4721,L2,P2,N2
4722,L5,P6,N1
4723,L3,P1,N1
4724,L3,P5,N1
4725,L1,P3,N1
4726,L1,P2,N1
4727,L3,P1,N1
4728,L4,P5,N3
4729,L1,P2,N2
4730,L2,P3,N1
4731,L2,P2,N3
4732,L4,P4,N3
4733,L1,P3,N1
4734,L4,P6,N2
4735,L1,P1,N1
4736,L1,P1,N2
4737,L2,P6,N2
4738,L5,P1,N1
