lead_id,source,behavioral_profile
4405,event,BP2
4406,email,BP3
4407,social,BP3
4408,paid,BP3
4409,referral,BP1
4410,paid,BP2
4411,organic,BP1
4412,social,BP1
4413,paid,BP1
4414,organic,BP1
4415,paid,BP1
4416,paid,BP3
4417,social,BP1
4418,social,BP1
4419,organic,BP1
4420,social,BP1
4421,organic,BP1
4422,referral,BP2
4423,referral,BP2
4424,social,BP1
4425,email,BP1
4426,organic,BP3
4427,paid,BP1
4428,email,BP1
4429,event,BP1
4430,organic,BP2
4431,organic,BP1
4432,referral,BP3
4433,email,BP2
4434,referral,BP1
4435,paid,BP1
4436,event,BP1
4437,referral,BP1
4438,paid,BP2
4439,event,BP1
4440,referral,BP3
4441,organic,BP1
4442,organic,BP2
4443,paid,BP1
4444,organic,BP1
4445,organic,BP2
4446,organic,BP2
4447,paid,BP1
4448,social,BP2
4449,paid,BP2
4450,social,BP1
4451,event,BP1
4452,paid,BP2
4453,paid,BP3
4454,organic,BP2
4455,referral,BP1
4456,organic,BP1
4457,paid,BP1
4458,event,BP1
4459,referral,BP2
4460,organic,BP1
4461,social,BP2
4462,event,BP2
4463,social,BP2
4464,organic,BP2
4465,paid,BP1
4466,referral,BP2
4467,paid,BP1
4468,paid,BP1
4469,social,BP2
4470,organic,BP1
4471,event,BP3
4472,organic,BP1
4473,organic,BP1
4474,social,BP1
4475,referral,BP1
4476,referral,BP1
4477,referral,BP2
4478,organic,BP1
4479,organic,BP1
4480,social,BP2
4481,organic,BP3
4482,event,BP2
4483,social,BP1
4484,social,BP1
4485,email,BP2
4486,paid,BP3
4487,referral,BP1
4488,email,BP1
4489,referral,BP2
4490,organic,BP1
4491,paid,BP1
4492,organic,BP1
4493,paid,BP2
4494,event,BP1
4495,paid,BP2
4496,organic,BP3
4497,organic,BP1
4498,referral,BP1
4499,organic,BP1
4500,paid,BP1
4501,social,BP1
4502,paid,BP2
4503,paid,BP2
4504,referral,BP1
4505,organic,BP2
4506,paid,BP3
4507,referral,BP1
4508,referral,BP1
4509,paid,BP2
4510,referral,BP1
4511,organic,BP3
4512,referral,BP3
4513,organic,BP2
4514,paid,BP2
4515,organic,BP2
4516,email,BP2
4517,referral,BP2
4518,organic,BP1
4519,organic,BP1
4520,email,BP2
4521,paid,BP1
4522,social,BP1
4523,email,BP3
4524,referral,BP1
4525,paid,BP1
4526,paid,BP2
4527,social,BP1
4528,referral,BP1
4529,event,BP1
4530,paid,BP1
4531,email,BP1
4532,organic,BP1
4533,referral,BP2
4534,organic,BP1
4535,email,BP1
4536,organic,BP2
4537,paid,BP1
4538,organic,BP1
4539,organic,BP1
4540,referral,BP1
4541,social,BP1
4542,organic,BP1
4543,social,BP2
4544,social,BP2
4545,event,BP1
4546,paid,BP2
4547,paid,BP2
4548,paid,BP1
4549,organic,BP1
4550,paid,BP1
4551,email,BP1
4552,organic,BP3
4553,organic,BP1
4554,paid,BP1
4555,social,BP3
4556,referral,BP2
4557,email,BP1
4558,referral,BP1
4559,referral,BP1
4560,event,BP1
4561,referral,BP2
4562,paid,BP3
4563,email,BP1
4564,organic,BP3
4565,organic,BP1
4566,event,BP3
4567,paid,BP2
4568,event,BP1
4569,email,BP1
4570,paid,BP1
4571,referral,BP1
4572,referral,BP3
4573,organic,BP1
4574,referral,BP1
4575,social,BP2
4576,event,BP3
4577,event,BP3
4578,event,BP1
4579,organic,BP1
4580,paid,BP1
4581,organic,BP3
4582,paid,BP1
4583,email,BP2
4584,email,BP3
4585,email,BP3
4586,referral,BP1
4587,paid,BP3
4588,organic,BP1
4589,paid,BP3
4590,referral,BP2
4591,social,BP1
4592,referral,BP1
4593,paid,BP1
4594,email,BP1
4595,organic,BP1
4596,paid,BP2
4597,social,BP1
4598,event,BP1
4599,organic,BP3
4600,paid,BP1
4601,referral,BP1
4602,organic,BP1
4603,organic,BP2
4604,paid,BP1
4605,referral,BP3
4606,paid,BP1
4607,organic,BP1
4608,organic,BP2
4609,social,BP1
4610,organic,BP3
4611,organic,BP3
4612,organic,BP1
4613,referral,BP1
4614,referral,BP1
4615,social,BP1
4616,paid,BP1
4617,organic,BP1
4618,organic,BP3
4619,social,BP1
4620,organic,BP1
4621,organic,BP3
4622,organic,BP3
4623,social,BP3
4624,paid,BP1
4625,referral,BP1
4626,organic,BP1
4627,social,BP1
4628,organic,BP2
4629,referral,BP1
4630,social,BP2
4631,organic,BP1
4632,referral,BP1
4633,paid,BP1
4634,paid,BP1
4635,referral,BP1
4636,referral,BP3
4637,referral,BP1
4638,referral,BP2
4639,referral,BP2
4640,organic,BP1
4641,referral,BP2
4642,referral,BP1
4643,referral,BP2
4644,paid,BP1
4645,paid,BP3
4646,event,BP2
4647,paid,BP1
4648,paid,BP1
4649,organic,BP1
4650,social,BP2
4651,paid,BP2
4652,email,BP1
4653,event,BP2
4654,organic,BP2
4655,email,BP1
4656,paid,BP3
4657,paid,BP1
4658,referral,BP1
4659,referral,BP3
4660,social,BP1
4661,organic,BP2
4662,paid,BP2
4663,organic,BP1
4664,organic,BP2
4665,paid,BP1
4666,social,BP1
4667,email,BP3
4668,paid,BP1
4669,paid,BP1
4670,email,BP2
4671,paid,BP2
4672,paid,BP1
4673,email,BP2
4674,social,BP2
4675,social,BP1
4676,paid,BP1
4677,paid,BP2
4678,paid,BP1
4679,paid,BP1
4680,paid,BP2
4681,organic,BP1
4682,organic,BP1
4683,referral,BP1
4684,organic,BP1
4685,referral,BP2
4686,organic,BP1
4687,organic,BP1
4688,social,BP2
4689,paid,BP1
4690,social,BP1
4691,organic,BP1
4692,organic,BP3
4693,organic,BP1
4694,organic,BP1
4695,organic,BP1
4696,paid,BP1
4697,organic,BP1
4698,social,BP2
4699,paid,BP3
4700,organic,BP2
4701,social,BP2
4702,paid,BP2
4703,referral,BP2
4704,paid,BP1
4705,paid,BP1
4706,paid,BP3
4707,email,BP1
4708,referral,BP1
4709,referral,BP2
4710,email,BP1
4711,paid,BP1
4712,event,BP3
4713,social,BP1
4714,paid,BP1
4715,paid,BP2
4716,referral,BP1
4717,organic,BP2
4718,referral,BP1
4719,organic,BP1
4720,paid,BP1
4721,paid,BP1
4722,email,BP1
4723,organic,BP1
4724,referral,BP3
4725,referral,BP1
4726,paid,BP1
4727,organic,BP2
4728,referral,BP3
4729,paid,BP1
4730,referral,BP2
4731,paid,BP1
4732,organic,BP1
4733,referral,BP1
4734,email,BP1
4735,organic,BP2
4736,organic,BP1
4737,email,BP1
4738,organic,BP2
4739,referral,BP1
4740,referral,BP1
4741,paid,BP2
4742,paid,BP2
4743,paid,BP1
4744,email,BP1
4745,referral,BP1
4746,referral,BP1
4747,event,BP1
4748,organic,BP2
4749,email,BP1
4750,email,BP1
4751,event,BP1
4752,organic,BP1
4753,paid,BP1
4754,social,BP1
4755,referral,BP1
4756,paid,BP3
4757,organic,BP1
4758,organic,BP2
4759,email,BP1
4760,event,BP1
4761,organic,BP1
4762,organic,BP3
4763,paid,BP2
4764,organic,BP3
4765,paid,BP1
4766,paid,BP3
4767,referral,BP1
4768,social,BP2
4769,organic,BP1
4770,referral,BP1
4771,social,BP1
4772,organic,BP1
4773,organic,BP1
4774,paid,BP1
4775,organic,BP1
4776,referral,BP1
4777,social,BP1
4778,organic,BP1
4779,referral,BP1
4780,organic,BP3
4781,paid,BP2
4782,referral,BP2
4783,email,BP2
4784,organic,BP2
4785,social,BP3
4786,social,BP1
4787,social,BP1
4788,paid,BP1
4789,organic,BP2
4790,referral,BP2
4791,referral,BP1
4792,organic,BP1
4793,referral,BP1
4794,paid,BP2
4795,referral,BP3
4796,event,BP2
4797,paid,BP2
4798,referral,BP1
4799,referral,BP3
4800,paid,BP2
4801,referral,BP1
4802,organic,BP2
4803,paid,BP1
4804,paid,BP1
4805,referral,BP1
4806,organic,BP1
4807,organic,BP2
4808,referral,BP1
4809,organic,BP3
4810,social,BP1
4811,paid,BP1
4812,organic,BP1
4813,event,BP1
4814,paid,BP1
4815,organic,BP1
4816,social,BP2
4817,social,BP1
4818,paid,BP3
4819,organic,BP2
4820,social,BP1
4821,organic,BP1
4822,referral,BP2
4823,social,BP1
4824,social,BP1
4825,paid,BP2
4826,organic,BP1
4827,referral,BP1
4828,email,BP1
4829,paid,BP2
4830,social,BP1
4831,organic,BP1
4832,email,BP2
4833,organic,BP1
4834,referral,BP1
4835,social,BP1
4836,referral,BP1
4837,paid,BP2
4838,paid,BP3
4839,email,BP3
4840,organic,BP3
4841,organic,BP1
4842,paid,BP3
4843,social,BP1
4844,email,BP2
4845,referral,BP1
4846,paid,BP1
4847,referral,BP1
4848,referral,BP1
4849,organic,BP1
4850,organic,BP3
4851,organic,BP2
4852,organic,BP1
4853,organic,BP2
4854,email,BP2
4855,organic,BP3
4856,social,BP2
4857,email,BP2
4858,referral,BP1
4859,paid,BP1
4860,referral,BP3
4861,organic,BP1
4862,paid,BP2
4863,paid,BP1
4864,referral,BP1
4865,email,BP1
4866,paid,BP3
4867,referral,BP1
4868,organic,BP1
4869,email,BP2
4870,event,BP1
4871,paid,BP3
4872,social,BP1
4873,paid,BP3
4874,organic,BP3
4875,email,BP1
4876,paid,BP2
4877,paid,BP1
4878,paid,BP2
4879,paid,BP3
4880,organic,BP1
4881,paid,BP1
4882,organic,BP3
4883,organic,BP3
4884,organic,BP1
4885,referral,BP1
4886,email,BP2
4887,organic,BP2
4888,referral,BP1
4889,social,BP3
4890,email,BP2
4891,paid,BP1
4892,event,BP1
4893,paid,BP3
4894,paid,BP1
4895,referral,BP1
4896,referral,BP1
4897,referral,BP1
4898,social,BP1
4899,paid,BP1
4900,social,BP2
4901,paid,BP1
4902,paid,BP1
4903,organic,BP3
4904,referral,BP2
4905,paid,BP1
4906,organic,BP2
4907,email,BP2
4908,organic,BP3
4909,organic,BP1
4910,paid,BP2
4911,organic,BP1
4912,paid,BP1
4913,organic,BP3
4914,organic,BP1
4915,paid,BP1
4916,referral,BP1
4917,paid,BP1
4918,organic,BP2
4919,paid,BP1
4920,referral,BP2
4921,organic,BP2
4922,paid,BP1
4923,paid,BP1
4924,email,BP1
4925,social,BP1
4926,paid,BP2
4927,organic,BP2
4928,social,BP1
4929,paid,BP2
4930,social,BP3
4931,paid,BP1
4932,organic,BP1
4933,social,BP1
4934,social,BP3
4935,organic,BP1
4936,paid,BP1
4937,paid,BP2
4938,paid,BP1
4939,email,BP1
4940,organic,BP1
4941,organic,BP2
4942,organic,BP1
4943,email,BP3
4944,organic,BP3
4945,paid,BP1
4946,social,BP1
4947,social,BP1
4948,organic,BP2
4949,organic,BP1
4950,event,BP1
4951,paid,BP1
4952,organic,BP3
4953,organic,BP2
4954,social,BP2
4955,email,BP3
4956,paid,BP1
4957,referral,BP1
4958,paid,BP1
4959,organic,BP3
4960,email,BP1
4961,organic,BP2
4962,organic,BP1
4963,referral,BP1
4964,organic,BP1
4965,referral,BP2
4966,paid,BP1
4967,referral,BP1
4968,paid,BP1
4969,organic,BP1
4970,referral,BP3
4971,paid,BP1
4972,paid,BP1
4973,organic,BP1
4974,social,BP1
4975,organic,BP1
4976,organic,BP3
4977,organic,BP1
4978,paid,BP2
4979,organic,BP1
4980,organic,BP2
4981,referral,BP1
4982,referral,BP1
4983,organic,BP2
4984,paid,BP2
4985,paid,BP1
4986,organic,BP3
4987,organic,BP1
4988,referral,BP3
4989,event,BP1
4990,social,BP2
4991,referral,BP2
4992,event,BP1
4993,referral,BP3
4994,referral,BP3
4995,email,BP3
4996,paid,BP1
4997,paid,BP2
4998,paid,BP1
4999,event,BP1
5000,organic,BP1
