prediction_key,lead_id,stage,score_time,current_inquiry_id,current_spot_id,inquiry_number
L3687:T1:I16702,3687,T1,2026-06-15T07:22:00.000Z,16702,2897,1
L3688:T0,3688,T0,2026-01-25T00:00:00.000Z,,,0
L3688:T1:I16706,3688,T1,2026-01-26T12:28:26.000Z,16706,1488,1
L3688:T2:I16707,3688,T2,2026-01-29T13:17:35.000Z,16707,164,2
L3688:T2:I16703,3688,T2,2026-02-01T10:21:09.000Z,16703,2311,3
L3688:T2:I16705,3688,T2,2026-02-03T09:36:33.000Z,16705,2551,4
L3688:T2:I16704,3688,T2,2026-04-22T15:12:00.000Z,16704,1368,5
L3689:T0,3689,T0,2025-01-01T00:00:00.000Z,,,0
L3689:T1:I16709,3689,T1,2025-01-08T12:28:50.000Z,16709,1924,1
L3689:T2:I16711,3689,T2,2025-02-18T15:47:00.000Z,16711,1761,2
L3689:T2:I16710,3689,T2,2025-03-07T12:48:00.000Z,16710,2900,3
L3689:T2:I16708,3689,T2,2025-05-01T14:54:00.000Z,16708,2848,4
L3689:T2:I16714,3689,T2,2026-01-20T15:56:00.000Z,16714,811,5
L3689:T2:I16713,3689,T2,2026-04-01T09:54:00.000Z,16713,853,6
L3689:T2:I16712,3689,T2,2026-04-06T13:34:00.000Z,16712,1748,7
L3689:T2:I16715,3689,T2,2026-04-12T07:32:00.000Z,16715,1032,8
L3690:T0,3690,T0,2026-04-09T00:00:00.000Z,,,0
L3690:T1:I16716,3690,T1,2026-04-16T20:57:00.000Z,16716,79,1
L3690:T2:I16717,3690,T2,2026-06-04T18:16:00.000Z,16717,800,2
L3690:T2:I16718,3690,T2,2026-06-16T18:09:00.000Z,16718,1284,3
L3691:T0,3691,T0,2026-05-05T00:00:00.000Z,,,0
L3691:T1:I16724,3691,T1,2026-05-05T15:48:29.000Z,16724,2847,1
L3691:T2:I16723,3691,T2,2026-05-08T14:41:17.000Z,16723,2209,2
L3691:T2:I16722,3691,T2,2026-05-11T11:40:42.000Z,16722,304,3
L3691:T2:I16720,3691,T2,2026-05-12T17:40:07.000Z,16720,1993,4
L3691:T2:I16721,3691,T2,2026-05-12T20:56:24.000Z,16721,1970,5
L3691:T2:I16719,3691,T2,2026-05-16T07:39:29.000Z,16719,1017,6
L3691:T2:I16725,3691,T2,2026-05-17T14:28:34.000Z,16725,11,7
L3692:T0,3692,T0,2025-04-30T00:00:00.000Z,,,0
L3692:T1:I16728,3692,T1,2025-05-10T08:34:10.000Z,16728,2059,1
L3692:T2:I16726,3692,T2,2025-11-25T09:08:00.000Z,16726,238,2
L3692:T2:I16727,3692,T2,2026-03-05T12:33:00.000Z,16727,921,3
L3693:T0,3693,T0,2026-04-01T00:00:00.000Z,,,0
L3693:T1:I16729,3693,T1,2026-04-03T13:21:55.000Z,16729,126,1
L3693:T2:I16730,3693,T2,2026-06-13T12:11:00.000Z,16730,612,2
L3694:T0,3694,T0,2025-12-02T00:00:00.000Z,,,0
L3694:T1:I16731,3694,T1,2025-12-02T14:44:30.000Z,16731,2945,1
L3694:T2:I16735,3694,T2,2025-12-05T12:16:51.000Z,16735,1692,2
L3694:T2:I16732,3694,T2,2025-12-12T13:19:35.000Z,16732,1431,3
L3694:T2:I16734,3694,T2,2025-12-14T10:11:19.000Z,16734,2049,4
L3694:T2:I16733,3694,T2,2026-01-07T14:08:00.000Z,16733,988,5
L3695:T0,3695,T0,2025-11-12T00:00:00.000Z,,,0
L3695:T1:I16738,3695,T1,2025-11-13T15:16:24.000Z,16738,316,1
L3695:T2:I16736,3695,T2,2025-11-22T19:18:40.000Z,16736,2130,2
L3695:T2:I16737,3695,T2,2025-11-24T13:13:01.000Z,16737,2827,3
L3695:T2:I16739,3695,T2,2026-01-08T07:49:00.000Z,16739,1446,4
L3695:T2:I16741,3695,T2,2026-04-22T08:54:00.000Z,16741,2398,5
L3695:T2:I16740,3695,T2,2026-04-23T18:26:00.000Z,16740,330,6
L3696:T0,3696,T0,2025-12-02T00:00:00.000Z,,,0
L3696:T1:I16746,3696,T1,2025-12-04T10:09:03.000Z,16746,1651,1
L3696:T2:I16742,3696,T2,2025-12-05T08:11:06.000Z,16742,1825,2
L3696:T2:I16748,3696,T2,2025-12-07T07:37:34.000Z,16748,2315,3
L3696:T2:I16745,3696,T2,2025-12-07T14:38:06.000Z,16745,1813,4
L3696:T2:I16743,3696,T2,2025-12-13T17:43:26.000Z,16743,1597,5
L3696:T2:I16744,3696,T2,2026-03-05T13:28:00.000Z,16744,2726,6
L3696:T2:I16747,3696,T2,2026-05-01T18:36:00.000Z,16747,2700,7
L3697:T0,3697,T0,2025-10-15T00:00:00.000Z,,,0
L3697:T1:I16749,3697,T1,2025-10-16T09:49:35.000Z,16749,1658,1
L3697:T2:I16753,3697,T2,2025-10-19T19:42:00.000Z,16753,1317,2
L3697:T2:I16754,3697,T2,2025-10-21T12:38:17.000Z,16754,2080,3
L3697:T2:I16752,3697,T2,2025-10-23T14:10:16.000Z,16752,1948,4
L3697:T2:I16751,3697,T2,2025-10-24T12:46:20.000Z,16751,2146,5
L3697:T2:I16750,3697,T2,2025-10-27T10:08:05.000Z,16750,244,6
L3698:T0,3698,T0,2026-06-13T00:00:00.000Z,,,0
L3698:T1:I16757,3698,T1,2026-06-14T07:36:06.000Z,16757,1737,1
L3698:T2:I16755,3698,T2,2026-06-19T07:14:22.000Z,16755,419,2
L3698:T2:I16759,3698,T2,2026-06-20T18:55:09.000Z,16759,994,3
L3698:T2:I16758,3698,T2,2026-06-21T19:07:36.000Z,16758,925,4
L3698:T2:I16756,3698,T2,2026-06-25T18:14:40.000Z,16756,1134,5
L3699:T0,3699,T0,2026-03-16T00:00:00.000Z,,,0
L3699:T1:I16763,3699,T1,2026-03-16T16:00:57.000Z,16763,188,1
L3699:T2:I16764,3699,T2,2026-03-20T14:40:36.000Z,16764,2539,2
L3699:T2:I16760,3699,T2,2026-03-21T11:36:31.000Z,16760,1857,3
L3699:T2:I16761,3699,T2,2026-03-21T13:17:59.000Z,16761,76,4
L3699:T2:I16765,3699,T2,2026-03-24T14:28:24.000Z,16765,1857,5
L3699:T2:I16762,3699,T2,2026-03-27T07:46:33.000Z,16762,540,6
L3700:T0,3700,T0,2025-10-03T00:00:00.000Z,,,0
L3700:T1:I16768,3700,T1,2025-10-04T20:10:46.000Z,16768,2457,1
L3700:T2:I16770,3700,T2,2025-10-07T10:15:18.000Z,16770,2392,2
L3700:T2:I16769,3700,T2,2025-10-11T16:27:00.000Z,16769,2466,3
L3700:T2:I16767,3700,T2,2025-10-13T11:11:04.000Z,16767,2624,4
L3700:T2:I16766,3700,T2,2025-10-30T10:57:00.000Z,16766,2313,5
L3701:T0,3701,T0,2025-03-20T00:00:00.000Z,,,0
L3701:T1:I16774,3701,T1,2025-12-29T07:56:00.000Z,16774,2158,1
L3701:T2:I16773,3701,T2,2026-01-30T18:54:00.000Z,16773,2835,2
L3701:T2:I16772,3701,T2,2026-03-23T11:13:00.000Z,16772,597,3
L3701:T2:I16771,3701,T2,2026-05-23T18:14:00.000Z,16771,1430,4
L3702:T0,3702,T0,2026-04-06T00:00:00.000Z,,,0
L3702:T1:I16776,3702,T1,2026-04-10T09:49:10.000Z,16776,1491,1
L3702:T2:I16775,3702,T2,2026-04-11T12:58:08.000Z,16775,1668,2
L3702:T2:I16777,3702,T2,2026-04-13T19:17:20.000Z,16777,2472,3
L3702:T2:I16778,3702,T2,2026-04-16T12:00:05.000Z,16778,1315,4
L3702:T2:I16779,3702,T2,2026-04-18T12:52:40.000Z,16779,1773,5
L3703:T0,3703,T0,2026-05-31T00:00:00.000Z,,,0
L3703:T1:I16780,3703,T1,2026-06-02T07:48:02.000Z,16780,2711,1
L3703:T2:I16781,3703,T2,2026-06-13T16:46:06.000Z,16781,1380,2
L3704:T0,3704,T0,2026-03-02T00:00:00.000Z,,,0
L3704:T1:I16783,3704,T1,2026-03-02T18:47:52.000Z,16783,2688,1
L3704:T2:I16784,3704,T2,2026-03-04T13:12:35.000Z,16784,643,2
L3704:T2:I16782,3704,T2,2026-03-04T15:26:13.000Z,16782,1313,3
L3705:T0,3705,T0,2026-05-26T00:00:00.000Z,,,0
L3705:T1:I16791,3705,T1,2026-05-26T13:33:19.000Z,16791,1981,1
L3705:T2:I16787,3705,T2,2026-05-27T08:37:56.000Z,16787,2029,2
L3705:T2:I16790,3705,T2,2026-05-31T17:31:47.000Z,16790,2367,3
L3705:T2:I16788,3705,T2,2026-06-04T12:10:13.000Z,16788,2391,4
L3705:T2:I16786,3705,T2,2026-06-05T07:54:55.000Z,16786,433,5
L3705:T2:I16785,3705,T2,2026-06-06T13:24:03.000Z,16785,197,6
L3705:T2:I16789,3705,T2,2026-06-08T09:43:01.000Z,16789,2885,7
L3706:T0,3706,T0,2025-12-19T00:00:00.000Z,,,0
L3706:T1:I16794,3706,T1,2025-12-19T08:33:14.000Z,16794,2679,1
L3706:T2:I16795,3706,T2,2025-12-23T12:24:55.000Z,16795,2519,2
L3706:T2:I16797,3706,T2,2025-12-23T13:49:06.000Z,16797,683,3
L3706:T2:I16796,3706,T2,2025-12-29T08:34:41.000Z,16796,395,4
L3706:T2:I16793,3706,T2,2025-12-30T09:46:00.000Z,16793,628,5
L3706:T2:I16792,3706,T2,2025-12-31T12:25:24.000Z,16792,241,6
L3706:T2:I16799,3706,T2,2026-01-12T17:08:00.000Z,16799,1883,7
L3706:T2:I16798,3706,T2,2026-04-21T07:49:00.000Z,16798,1925,8
L3707:T0,3707,T0,2025-08-24T00:00:00.000Z,,,0
L3707:T1:I16802,3707,T1,2025-09-16T18:58:00.000Z,16802,1501,1
L3707:T2:I16803,3707,T2,2025-10-16T20:39:00.000Z,16803,1696,2
L3707:T2:I16801,3707,T2,2026-06-04T10:59:00.000Z,16801,360,3
L3707:T2:I16800,3707,T2,2026-06-24T09:34:00.000Z,16800,601,4
L3708:T0,3708,T0,2025-09-11T00:00:00.000Z,,,0
L3708:T1:I16804,3708,T1,2025-09-13T10:51:34.000Z,16804,1789,1
L3708:T2:I16807,3708,T2,2026-04-17T08:37:00.000Z,16807,1798,2
L3708:T2:I16805,3708,T2,2026-05-12T09:09:00.000Z,16805,2729,3
L3708:T2:I16806,3708,T2,2026-06-14T17:27:00.000Z,16806,1807,4
L3709:T0,3709,T0,2025-11-22T00:00:00.000Z,,,0
L3709:T1:I16813,3709,T1,2025-11-22T18:00:27.000Z,16813,2780,1
L3709:T2:I16808,3709,T2,2025-11-29T20:35:20.000Z,16808,2164,2
L3709:T2:I16809,3709,T2,2025-12-01T11:07:23.000Z,16809,1827,3
L3709:T2:I16810,3709,T2,2025-12-04T11:16:32.000Z,16810,367,4
L3709:T2:I16811,3709,T2,2025-12-04T11:42:57.000Z,16811,736,5
L3709:T2:I16812,3709,T2,2026-04-29T09:06:00.000Z,16812,1712,6
L3710:T0,3710,T0,2025-01-02T00:00:00.000Z,,,0
L3710:T1:I16816,3710,T1,2025-01-08T18:38:34.000Z,16816,316,1
L3710:T2:I16817,3710,T2,2025-07-14T19:01:00.000Z,16817,2168,2
L3710:T2:I16815,3710,T2,2025-09-11T20:23:00.000Z,16815,2137,3
L3710:T2:I16814,3710,T2,2025-10-26T16:52:00.000Z,16814,2572,4
L3710:T2:I16818,3710,T2,2025-11-22T09:43:00.000Z,16818,1072,5
L3711:T0,3711,T0,2025-12-28T00:00:00.000Z,,,0
L3711:T1:I16819,3711,T1,2025-12-28T14:54:51.000Z,16819,1002,1
L3711:T2:I16822,3711,T2,2025-12-30T08:54:27.000Z,16822,369,2
L3711:T2:I16820,3711,T2,2026-01-01T10:46:40.000Z,16820,2037,3
L3711:T2:I16824,3711,T2,2026-01-05T11:41:12.000Z,16824,1615,4
L3711:T2:I16821,3711,T2,2026-01-08T09:41:00.000Z,16821,671,5
L3711:T2:I16823,3711,T2,2026-03-07T12:13:00.000Z,16823,296,6
L3712:T0,3712,T0,2025-02-03T00:00:00.000Z,,,0
L3712:T1:I16827,3712,T1,2025-02-08T10:23:46.000Z,16827,55,1
L3712:T2:I16828,3712,T2,2025-02-15T13:41:16.000Z,16828,1720,2
L3712:T2:I16829,3712,T2,2025-08-02T19:59:00.000Z,16829,2656,3
L3712:T2:I16825,3712,T2,2026-04-05T20:58:00.000Z,16825,1500,4
L3712:T2:I16826,3712,T2,2026-05-22T12:43:00.000Z,16826,626,5
L3713:T0,3713,T0,2026-03-06T00:00:00.000Z,,,0
L3713:T1:I16836,3713,T1,2026-03-06T20:26:46.000Z,16836,949,1
L3713:T2:I16833,3713,T2,2026-03-07T11:52:26.000Z,16833,2177,2
L3713:T2:I16831,3713,T2,2026-03-13T11:54:31.000Z,16831,2687,3
L3713:T2:I16837,3713,T2,2026-03-14T17:05:48.000Z,16837,2015,4
L3713:T2:I16834,3713,T2,2026-03-16T19:23:11.000Z,16834,1144,5
L3713:T2:I16832,3713,T2,2026-03-19T09:33:19.000Z,16832,31,6
L3713:T2:I16835,3713,T2,2026-04-13T11:28:00.000Z,16835,2574,7
L3713:T2:I16830,3713,T2,2026-06-08T15:50:00.000Z,16830,1248,8
L3714:T0,3714,T0,2026-03-12T00:00:00.000Z,,,0
L3714:T1:I16838,3714,T1,2026-03-13T08:30:26.000Z,16838,2070,1
L3714:T2:I16839,3714,T2,2026-03-23T14:12:26.000Z,16839,2656,2
L3715:T0,3715,T0,2026-03-27T00:00:00.000Z,,,0
L3715:T1:I16841,3715,T1,2026-04-04T11:37:33.000Z,16841,1690,1
L3715:T2:I16840,3715,T2,2026-04-05T19:01:09.000Z,16840,2994,2
L3716:T0,3716,T0,2025-06-23T00:00:00.000Z,,,0
L3716:T1:I16842,3716,T1,2026-01-19T20:59:00.000Z,16842,305,1
L3717:T0,3717,T0,2026-01-21T00:00:00.000Z,,,0
L3717:T1:I16845,3717,T1,2026-01-28T09:39:46.000Z,16845,2399,1
L3717:T2:I16843,3717,T2,2026-01-31T12:33:02.000Z,16843,695,2
L3717:T2:I16844,3717,T2,2026-02-03T14:05:55.000Z,16844,1727,3
L3717:T2:I16846,3717,T2,2026-02-17T08:27:00.000Z,16846,2875,4
L3718:T0,3718,T0,2025-06-06T00:00:00.000Z,,,0
L3718:T1:I16850,3718,T1,2025-06-06T15:47:54.000Z,16850,1580,1
L3718:T2:I16851,3718,T2,2025-06-20T09:37:00.000Z,16851,1584,2
L3718:T2:I16849,3718,T2,2025-06-28T20:23:00.000Z,16849,1315,3
L3718:T2:I16847,3718,T2,2025-08-31T19:43:00.000Z,16847,2822,4
L3718:T2:I16848,3718,T2,2025-12-27T07:43:00.000Z,16848,2595,5
L3718:T2:I16853,3718,T2,2026-03-12T10:37:00.000Z,16853,1287,6
L3718:T2:I16852,3718,T2,2026-04-11T20:35:00.000Z,16852,2262,7
L3719:T0,3719,T0,2026-03-23T00:00:00.000Z,,,0
L3719:T1:I16854,3719,T1,2026-03-25T08:05:48.000Z,16854,2989,1
L3719:T2:I16855,3719,T2,2026-04-02T11:48:00.000Z,16855,701,2
L3720:T0,3720,T0,2025-07-12T00:00:00.000Z,,,0
L3720:T1:I16857,3720,T1,2025-07-15T18:49:21.000Z,16857,2102,1
L3720:T2:I16860,3720,T2,2025-07-16T18:37:59.000Z,16860,2394,2
L3720:T2:I16856,3720,T2,2025-07-22T13:59:40.000Z,16856,1041,3
L3720:T2:I16859,3720,T2,2025-07-25T14:05:18.000Z,16859,2487,4
L3720:T2:I16858,3720,T2,2026-02-27T13:11:00.000Z,16858,1019,5
L3721:T0,3721,T0,2025-06-01T00:00:00.000Z,,,0
L3721:T1:I16863,3721,T1,2025-06-03T10:41:38.000Z,16863,524,1
L3721:T2:I16861,3721,T2,2025-06-04T08:48:23.000Z,16861,227,2
L3721:T2:I16862,3721,T2,2025-06-09T14:58:19.000Z,16862,1181,3
L3721:T2:I16865,3721,T2,2025-06-10T09:14:59.000Z,16865,2998,4
L3721:T2:I16864,3721,T2,2025-06-12T12:47:21.000Z,16864,1384,5
L3721:T2:I16867,3721,T2,2025-10-19T07:48:00.000Z,16867,1317,6
L3721:T2:I16866,3721,T2,2025-12-23T15:37:00.000Z,16866,1055,7
L3721:T2:I16868,3721,T2,2026-05-08T09:17:00.000Z,16868,2475,8
L3722:T0,3722,T0,2025-02-10T00:00:00.000Z,,,0
L3722:T1:I16871,3722,T1,2025-02-12T09:16:28.000Z,16871,718,1
L3722:T2:I16869,3722,T2,2025-05-28T17:09:00.000Z,16869,2429,2
L3722:T2:I16873,3722,T2,2025-11-17T20:25:00.000Z,16873,685,3
L3722:T2:I16872,3722,T2,2026-01-18T15:48:00.000Z,16872,304,4
L3722:T2:I16870,3722,T2,2026-05-04T20:09:00.000Z,16870,1946,5
L3723:T0,3723,T0,2025-09-26T00:00:00.000Z,,,0
L3723:T1:I16877,3723,T1,2025-09-26T10:50:58.000Z,16877,495,1
L3723:T2:I16875,3723,T2,2025-09-27T14:49:36.000Z,16875,2264,2
L3723:T2:I16878,3723,T2,2025-09-28T09:19:05.000Z,16878,297,3
L3723:T2:I16876,3723,T2,2025-09-29T13:26:41.000Z,16876,1309,4
L3723:T2:I16879,3723,T2,2025-10-05T08:47:37.000Z,16879,1131,5
L3723:T2:I16874,3723,T2,2026-06-08T17:16:00.000Z,16874,611,6
L3724:T0,3724,T0,2025-03-14T00:00:00.000Z,,,0
L3724:T1:I16885,3724,T1,2025-03-21T16:50:09.000Z,16885,1797,1
L3724:T2:I16881,3724,T2,2025-03-28T20:42:00.000Z,16881,1660,2
L3724:T2:I16882,3724,T2,2025-04-26T12:54:00.000Z,16882,1910,3
L3724:T2:I16883,3724,T2,2025-07-24T20:18:00.000Z,16883,160,4
L3724:T2:I16880,3724,T2,2025-10-09T13:57:00.000Z,16880,18,5
L3724:T2:I16884,3724,T2,2025-11-05T13:29:00.000Z,16884,1230,6
L3724:T2:I16886,3724,T2,2025-12-13T13:00:00.000Z,16886,2715,7
L3725:T0,3725,T0,2026-04-30T00:00:00.000Z,,,0
L3725:T1:I16888,3725,T1,2026-05-01T10:26:31.000Z,16888,1699,1
L3725:T2:I16889,3725,T2,2026-05-05T16:10:00.000Z,16889,1121,2
L3725:T2:I16887,3725,T2,2026-05-11T14:34:12.000Z,16887,2393,3
L3726:T0,3726,T0,2025-12-17T00:00:00.000Z,,,0
L3726:T1:I16895,3726,T1,2025-12-23T16:47:07.000Z,16895,1297,1
L3726:T2:I16891,3726,T2,2025-12-25T09:15:24.000Z,16891,750,2
L3726:T2:I16892,3726,T2,2025-12-27T09:52:21.000Z,16892,2368,3
L3726:T2:I16893,3726,T2,2026-02-28T19:22:00.000Z,16893,1164,4
L3726:T2:I16894,3726,T2,2026-03-23T18:43:00.000Z,16894,597,5
L3726:T2:I16890,3726,T2,2026-03-28T16:37:00.000Z,16890,1114,6
L3727:T0,3727,T0,2026-01-13T00:00:00.000Z,,,0
L3727:T1:I16897,3727,T1,2026-01-16T15:41:06.000Z,16897,153,1
L3727:T2:I16898,3727,T2,2026-01-18T12:36:48.000Z,16898,1960,2
L3727:T2:I16900,3727,T2,2026-01-23T16:14:45.000Z,16900,2292,3
L3727:T2:I16901,3727,T2,2026-02-10T11:18:00.000Z,16901,593,4
L3727:T2:I16899,3727,T2,2026-06-02T15:23:00.000Z,16899,2865,5
L3727:T2:I16896,3727,T2,2026-06-05T11:51:00.000Z,16896,1635,6
L3728:T0,3728,T0,2026-06-15T00:00:00.000Z,,,0
L3728:T1:I16909,3728,T1,2026-06-18T17:14:22.000Z,16909,654,1
L3728:T2:I16902,3728,T2,2026-06-18T18:00:40.000Z,16902,649,2
L3728:T2:I16905,3728,T2,2026-06-19T20:19:00.000Z,16905,1221,3
L3728:T2:I16904,3728,T2,2026-06-20T17:37:32.000Z,16904,2886,4
L3728:T2:I16906,3728,T2,2026-06-23T14:48:02.000Z,16906,1920,5
L3728:T2:I16908,3728,T2,2026-06-24T10:14:15.000Z,16908,1884,6
L3728:T2:I16907,3728,T2,2026-06-24T18:59:00.000Z,16907,1509,7
L3728:T2:I16903,3728,T2,2026-06-28T10:18:10.000Z,16903,704,8
L3729:T0,3729,T0,2026-02-21T00:00:00.000Z,,,0
L3729:T1:I16912,3729,T1,2026-02-24T14:21:07.000Z,16912,1597,1
L3729:T2:I16911,3729,T2,2026-03-01T11:06:41.000Z,16911,2942,2
L3729:T2:I16910,3729,T2,2026-05-06T13:46:00.000Z,16910,2147,3
L3730:T0,3730,T0,2025-05-17T00:00:00.000Z,,,0
L3730:T1:I16913,3730,T1,2025-05-24T12:27:31.000Z,16913,720,1
L3730:T2:I16919,3730,T2,2025-05-28T15:24:17.000Z,16919,2128,2
L3730:T2:I16916,3730,T2,2025-11-29T15:45:00.000Z,16916,683,3
L3730:T2:I16917,3730,T2,2025-12-13T16:13:00.000Z,16917,2826,4
L3730:T2:I16920,3730,T2,2026-03-15T10:55:00.000Z,16920,166,5
L3730:T2:I16915,3730,T2,2026-04-21T17:40:00.000Z,16915,1925,6
L3730:T2:I16918,3730,T2,2026-06-09T07:38:00.000Z,16918,492,7
L3730:T2:I16914,3730,T2,2026-06-24T11:54:00.000Z,16914,601,8
L3731:T0,3731,T0,2025-09-05T00:00:00.000Z,,,0
L3731:T1:I16928,3731,T1,2025-09-09T13:21:20.000Z,16928,308,1
L3731:T2:I16924,3731,T2,2025-09-12T13:33:35.000Z,16924,447,2
L3731:T2:I16926,3731,T2,2025-09-13T13:01:09.000Z,16926,217,3
L3731:T2:I16923,3731,T2,2025-09-16T17:33:25.000Z,16923,958,4
L3731:T2:I16921,3731,T2,2025-10-25T19:08:00.000Z,16921,1040,5
L3731:T2:I16927,3731,T2,2026-01-04T07:25:00.000Z,16927,1745,6
L3731:T2:I16925,3731,T2,2026-04-01T14:47:00.000Z,16925,1862,7
L3731:T2:I16922,3731,T2,2026-05-03T14:34:00.000Z,16922,900,8
L3732:T0,3732,T0,2025-02-17T00:00:00.000Z,,,0
L3732:T1:I16929,3732,T1,2026-04-09T09:30:00.000Z,16929,89,1
L3733:T0,3733,T0,2025-10-13T00:00:00.000Z,,,0
L3733:T1:I16934,3733,T1,2025-10-17T11:39:47.000Z,16934,251,1
L3733:T2:I16932,3733,T2,2025-10-24T17:22:15.000Z,16932,2827,2
L3733:T2:I16930,3733,T2,2026-01-08T13:18:00.000Z,16930,2166,3
L3733:T2:I16931,3733,T2,2026-02-21T19:19:00.000Z,16931,2993,4
L3733:T2:I16933,3733,T2,2026-04-03T15:29:00.000Z,16933,2975,5
L3734:T0,3734,T0,2025-11-28T00:00:00.000Z,,,0
L3734:T1:I16937,3734,T1,2025-12-03T20:22:17.000Z,16937,822,1
L3734:T2:I16940,3734,T2,2025-12-10T08:22:03.000Z,16940,1194,2
L3734:T2:I16936,3734,T2,2025-12-10T11:25:44.000Z,16936,603,3
L3734:T2:I16939,3734,T2,2025-12-10T15:08:36.000Z,16939,2625,4
L3734:T2:I16938,3734,T2,2026-04-03T17:06:00.000Z,16938,2975,5
L3734:T2:I16935,3734,T2,2026-04-05T19:25:00.000Z,16935,1912,6
L3735:T0,3735,T0,2025-03-18T00:00:00.000Z,,,0
L3735:T1:I16941,3735,T1,2025-03-30T08:17:21.000Z,16941,367,1
L3735:T2:I16944,3735,T2,2025-03-31T13:09:00.000Z,16944,1356,2
L3735:T2:I16945,3735,T2,2025-03-31T16:10:09.000Z,16945,697,3
L3735:T2:I16946,3735,T2,2025-03-31T20:50:37.000Z,16946,1556,4
L3735:T2:I16947,3735,T2,2025-08-25T13:10:00.000Z,16947,1959,5
L3735:T2:I16943,3735,T2,2025-09-05T09:44:00.000Z,16943,2745,6
L3735:T2:I16942,3735,T2,2026-05-11T11:12:00.000Z,16942,232,7
L3735:T2:I16948,3735,T2,2026-05-17T20:59:00.000Z,16948,1793,8
L3736:T0,3736,T0,2026-03-09T00:00:00.000Z,,,0
L3736:T1:I16950,3736,T1,2026-03-09T16:59:02.000Z,16950,953,1
L3736:T2:I16951,3736,T2,2026-03-13T14:38:48.000Z,16951,1719,2
L3736:T2:I16949,3736,T2,2026-03-17T16:33:44.000Z,16949,1904,3
L3737:T0,3737,T0,2025-12-24T00:00:00.000Z,,,0
L3737:T1:I16952,3737,T1,2025-12-27T19:32:05.000Z,16952,1760,1
L3737:T2:I16956,3737,T2,2025-12-29T10:49:38.000Z,16956,2139,2
L3737:T2:I16953,3737,T2,2026-01-01T19:40:08.000Z,16953,576,3
L3737:T2:I16957,3737,T2,2026-01-03T20:16:42.000Z,16957,2909,4
L3737:T2:I16955,3737,T2,2026-01-04T17:47:11.000Z,16955,1723,5
L3737:T2:I16958,3737,T2,2026-01-05T08:46:07.000Z,16958,1213,6
L3737:T2:I16954,3737,T2,2026-01-05T14:28:04.000Z,16954,2614,7
L3738:T0,3738,T0,2025-07-25T00:00:00.000Z,,,0
L3738:T1:I16959,3738,T1,2025-08-03T19:32:58.000Z,16959,2448,1
L3739:T0,3739,T0,2025-11-21T00:00:00.000Z,,,0
L3739:T1:I16962,3739,T1,2025-11-21T07:56:04.000Z,16962,37,1
L3739:T2:I16965,3739,T2,2025-11-23T11:03:34.000Z,16965,1159,2
L3739:T2:I16961,3739,T2,2025-11-27T13:54:16.000Z,16961,2789,3
L3739:T2:I16964,3739,T2,2025-12-01T17:47:18.000Z,16964,851,4
L3739:T2:I16960,3739,T2,2025-12-02T19:17:19.000Z,16960,1429,5
L3739:T2:I16963,3739,T2,2025-12-27T19:10:00.000Z,16963,2595,6
L3740:T0,3740,T0,2025-05-26T00:00:00.000Z,,,0
L3740:T1:I16967,3740,T1,2025-05-29T07:18:26.000Z,16967,1138,1
L3740:T2:I16966,3740,T2,2025-07-26T17:59:00.000Z,16966,2383,2
L3740:T2:I16970,3740,T2,2025-08-09T12:38:00.000Z,16970,182,3
L3740:T2:I16968,3740,T2,2025-11-05T19:56:00.000Z,16968,1387,4
L3740:T2:I16969,3740,T2,2026-03-15T15:30:00.000Z,16969,2546,5
L3741:T0,3741,T0,2026-06-19T00:00:00.000Z,,,0
L3741:T1:I16975,3741,T1,2026-06-19T12:28:17.000Z,16975,1081,1
L3741:T2:I16976,3741,T2,2026-06-20T20:54:20.000Z,16976,1322,2
L3741:T2:I16974,3741,T2,2026-06-25T08:14:51.000Z,16974,1734,3
L3741:T2:I16973,3741,T2,2026-06-27T10:12:53.000Z,16973,224,4
L3741:T2:I16972,3741,T2,2026-06-28T13:56:34.000Z,16972,937,5
L3741:T2:I16978,3741,T2,2026-06-28T15:28:24.000Z,16978,1909,6
L3741:T2:I16977,3741,T2,2026-07-01T08:35:56.000Z,16977,330,7
L3741:T2:I16971,3741,T2,2026-07-02T18:02:57.000Z,16971,1659,8
L3742:T0,3742,T0,2025-11-23T00:00:00.000Z,,,0
L3742:T1:I16981,3742,T1,2025-11-29T13:46:53.000Z,16981,2171,1
L3742:T2:I16983,3742,T2,2025-12-02T15:46:00.000Z,16983,1052,2
L3742:T2:I16982,3742,T2,2025-12-05T14:06:28.000Z,16982,1517,3
L3742:T2:I16980,3742,T2,2025-12-06T09:11:50.000Z,16980,2041,4
L3742:T2:I16979,3742,T2,2026-06-19T16:13:00.000Z,16979,1594,5
L3743:T0,3743,T0,2025-10-01T00:00:00.000Z,,,0
L3743:T1:I16984,3743,T1,2026-02-17T18:55:00.000Z,16984,2875,1
L3743:T2:I16986,3743,T2,2026-04-29T20:09:00.000Z,16986,1956,2
L3743:T2:I16985,3743,T2,2026-05-05T16:11:00.000Z,16985,1742,3
L3744:T0,3744,T0,2025-08-01T00:00:00.000Z,,,0
L3744:T1:I16990,3744,T1,2025-08-06T20:03:18.000Z,16990,2393,1
L3744:T2:I16989,3744,T2,2025-08-07T15:35:22.000Z,16989,188,2
L3744:T2:I16988,3744,T2,2025-08-12T13:49:49.000Z,16988,2236,3
