inventory_state_key,prediction_key,candidate_spot_id,score_time,snapshot_id,snapshot_time,snapshot_found,availability_known,is_available_asof,days_until_available_asof,competing_inquiries_30d_asof,snapshot_age_days,stale_gt_30d,stale_gt_60d,stale_gt_90d,coverage_status,competing_inquiries_30d_model_allowed
L24:T0:S171,L24:T0,171,2025-11-04T00:00:00.000Z,26592,2025-10-22T00:00:00.000Z,true,true,true,0,6,13,false,false,false,COVERED,false
L24:T0:S1826,L24:T0,1826,2025-11-04T00:00:00.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L24:T0:S1440,L24:T0,1440,2025-11-04T00:00:00.000Z,9006,2025-11-03T00:00:00.000Z,true,true,true,0,7,1,false,false,false,COVERED,false
L24:T0:S784,L24:T0,784,2025-11-04T00:00:00.000Z,28895,2025-08-22T00:00:00.000Z,true,true,true,0,6,74,true,true,false,COVERED,false
L24:T0:S684,L24:T0,684,2025-11-04T00:00:00.000Z,2108,2025-11-03T00:00:00.000Z,true,true,false,1,4,1,false,false,false,COVERED,false
L24:T0:S2111,L24:T0,2111,2025-11-04T00:00:00.000Z,21516,2025-06-21T00:00:00.000Z,true,false,,,8,136,true,true,true,STALE_GT_90D,false
L24:T0:S985,L24:T0,985,2025-11-04T00:00:00.000Z,2281,2025-10-15T00:00:00.000Z,true,true,true,0,10,20,false,false,false,COVERED,false
L24:T0:S2093,L24:T0,2093,2025-11-04T00:00:00.000Z,20864,2025-10-23T00:00:00.000Z,true,true,false,73,2,12,false,false,false,COVERED,false
L24:T0:S1963,L24:T0,1963,2025-11-04T00:00:00.000Z,3566,2025-10-13T00:00:00.000Z,true,true,true,0,6,22,false,false,false,COVERED,false
L24:T0:S1479,L24:T0,1479,2025-11-04T00:00:00.000Z,10604,2025-09-15T00:00:00.000Z,true,true,false,1,5,50,true,false,false,COVERED,false
L24:T0:S2342,L24:T0,2342,2025-11-04T00:00:00.000Z,11024,2025-07-12T00:00:00.000Z,true,false,,,9,115,true,true,true,STALE_GT_90D,false
L24:T0:S523,L24:T0,523,2025-11-04T00:00:00.000Z,14756,2025-10-19T00:00:00.000Z,true,true,true,0,3,16,false,false,false,COVERED,false
L24:T0:S2810,L24:T0,2810,2025-11-04T00:00:00.000Z,20378,2025-10-19T00:00:00.000Z,true,true,false,97,5,16,false,false,false,COVERED,false
L24:T0:S2472,L24:T0,2472,2025-11-04T00:00:00.000Z,1796,2025-10-29T00:00:00.000Z,true,true,false,2,7,6,false,false,false,COVERED,false
L24:T0:S2705,L24:T0,2705,2025-11-04T00:00:00.000Z,14133,2025-11-02T00:00:00.000Z,true,true,true,0,5,2,false,false,false,COVERED,false
L24:T1:I106:S2753,L24:T1:I106,2753,2025-11-05T13:18:06.000Z,26744,2025-10-14T00:00:00.000Z,true,true,true,0,3,22.554236111111113,false,false,false,COVERED,false
L24:T1:I106:S2612,L24:T1:I106,2612,2025-11-05T13:18:06.000Z,21162,2025-10-16T00:00:00.000Z,true,true,false,1,9,20.554236111111113,false,false,false,COVERED,false
L24:T1:I106:S1944,L24:T1:I106,1944,2025-11-05T13:18:06.000Z,13246,2025-10-03T00:00:00.000Z,true,true,false,76,5,33.55423611111111,true,false,false,COVERED,false
L24:T1:I106:S1411,L24:T1:I106,1411,2025-11-05T13:18:06.000Z,13724,2025-10-08T00:00:00.000Z,true,true,false,1,5,28.554236111111113,false,false,false,COVERED,false
L24:T1:I106:S1969,L24:T1:I106,1969,2025-11-05T13:18:06.000Z,12866,2025-10-18T00:00:00.000Z,true,true,true,0,9,18.554236111111113,false,false,false,COVERED,false
L24:T1:I106:S2119,L24:T1:I106,2119,2025-11-05T13:18:06.000Z,22010,2025-10-16T00:00:00.000Z,true,true,false,277,6,20.554236111111113,false,false,false,COVERED,false
L24:T1:I106:S426,L24:T1:I106,426,2025-11-05T13:18:06.000Z,6322,2025-09-30T00:00:00.000Z,true,true,true,0,6,36.55423611111111,true,false,false,COVERED,false
L24:T1:I106:S2742,L24:T1:I106,2742,2025-11-05T13:18:06.000Z,24485,2025-11-04T00:00:00.000Z,true,true,false,3,9,1.5542361111111112,false,false,false,COVERED,false
L24:T1:I106:S905,L24:T1:I106,905,2025-11-05T13:18:06.000Z,8080,2025-09-24T00:00:00.000Z,true,true,false,6,5,42.55423611111111,true,false,false,COVERED,false
L24:T1:I106:S1220,L24:T1:I106,1220,2025-11-05T13:18:06.000Z,12071,2025-09-27T00:00:00.000Z,true,true,false,12,6,39.55423611111111,true,false,false,COVERED,false
L24:T1:I106:S2081,L24:T1:I106,2081,2025-11-05T13:18:06.000Z,29381,2025-10-29T00:00:00.000Z,true,true,true,0,4,7.554236111111111,false,false,false,COVERED,false
L24:T1:I106:S171,L24:T1:I106,171,2025-11-05T13:18:06.000Z,26592,2025-10-22T00:00:00.000Z,true,true,true,0,6,14.554236111111111,false,false,false,COVERED,false
L24:T1:I106:S1826,L24:T1:I106,1826,2025-11-05T13:18:06.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L24:T1:I106:S1440,L24:T1:I106,1440,2025-11-05T13:18:06.000Z,9006,2025-11-03T00:00:00.000Z,true,true,true,0,7,2.554236111111111,false,false,false,COVERED,false
L24:T1:I106:S784,L24:T1:I106,784,2025-11-05T13:18:06.000Z,28895,2025-08-22T00:00:00.000Z,true,true,true,0,6,75.55423611111111,true,true,false,COVERED,false
L24:T1:I106:S684,L24:T1:I106,684,2025-11-05T13:18:06.000Z,2108,2025-11-03T00:00:00.000Z,true,true,false,1,4,2.554236111111111,false,false,false,COVERED,false
L24:T1:I106:S2111,L24:T1:I106,2111,2025-11-05T13:18:06.000Z,21516,2025-06-21T00:00:00.000Z,true,false,,,8,137.55423611111112,true,true,true,STALE_GT_90D,false
L24:T1:I106:S985,L24:T1:I106,985,2025-11-05T13:18:06.000Z,2281,2025-10-15T00:00:00.000Z,true,true,true,0,10,21.554236111111113,false,false,false,COVERED,false
L24:T1:I106:S2093,L24:T1:I106,2093,2025-11-05T13:18:06.000Z,20864,2025-10-23T00:00:00.000Z,true,true,false,73,2,13.554236111111111,false,false,false,COVERED,false
L24:T1:I106:S1963,L24:T1:I106,1963,2025-11-05T13:18:06.000Z,3566,2025-10-13T00:00:00.000Z,true,true,true,0,6,23.554236111111113,false,false,false,COVERED,false
L24:T1:I106:S1479,L24:T1:I106,1479,2025-11-05T13:18:06.000Z,10604,2025-09-15T00:00:00.000Z,true,true,false,1,5,51.55423611111111,true,false,false,COVERED,false
L24:T1:I106:S2342,L24:T1:I106,2342,2025-11-05T13:18:06.000Z,11024,2025-07-12T00:00:00.000Z,true,false,,,9,116.55423611111111,true,true,true,STALE_GT_90D,false
L24:T1:I106:S523,L24:T1:I106,523,2025-11-05T13:18:06.000Z,14756,2025-10-19T00:00:00.000Z,true,true,true,0,3,17.554236111111113,false,false,false,COVERED,false
L24:T1:I106:S2810,L24:T1:I106,2810,2025-11-05T13:18:06.000Z,20378,2025-10-19T00:00:00.000Z,true,true,false,97,5,17.554236111111113,false,false,false,COVERED,false
L24:T1:I106:S2472,L24:T1:I106,2472,2025-11-05T13:18:06.000Z,1796,2025-10-29T00:00:00.000Z,true,true,false,2,7,7.554236111111111,false,false,false,COVERED,false
L24:T1:I106:S2705,L24:T1:I106,2705,2025-11-05T13:18:06.000Z,14133,2025-11-02T00:00:00.000Z,true,true,true,0,5,3.554236111111111,false,false,false,COVERED,false
L24:T1:I106:S1064,L24:T1:I106,1064,2025-11-05T13:18:06.000Z,1784,2025-10-23T00:00:00.000Z,true,true,false,35,3,13.554236111111111,false,false,false,COVERED,false
L24:T2:I105:S2753,L24:T2:I105,2753,2025-11-10T14:01:40.000Z,26744,2025-10-14T00:00:00.000Z,true,true,true,0,3,27.58449074074074,false,false,false,COVERED,false
L24:T2:I105:S2612,L24:T2:I105,2612,2025-11-10T14:01:40.000Z,21162,2025-10-16T00:00:00.000Z,true,true,false,1,9,25.58449074074074,false,false,false,COVERED,false
L24:T2:I105:S1944,L24:T2:I105,1944,2025-11-10T14:01:40.000Z,13246,2025-10-03T00:00:00.000Z,true,true,false,76,5,38.58449074074074,true,false,false,COVERED,false
L24:T2:I105:S1411,L24:T2:I105,1411,2025-11-10T14:01:40.000Z,13724,2025-10-08T00:00:00.000Z,true,true,false,1,5,33.58449074074074,true,false,false,COVERED,false
L24:T2:I105:S1969,L24:T2:I105,1969,2025-11-10T14:01:40.000Z,12866,2025-10-18T00:00:00.000Z,true,true,true,0,9,23.58449074074074,false,false,false,COVERED,false
L24:T2:I105:S2119,L24:T2:I105,2119,2025-11-10T14:01:40.000Z,22010,2025-10-16T00:00:00.000Z,true,true,false,277,6,25.58449074074074,false,false,false,COVERED,false
L24:T2:I105:S426,L24:T2:I105,426,2025-11-10T14:01:40.000Z,6322,2025-09-30T00:00:00.000Z,true,true,true,0,6,41.58449074074074,true,false,false,COVERED,false
L24:T2:I105:S2742,L24:T2:I105,2742,2025-11-10T14:01:40.000Z,24485,2025-11-04T00:00:00.000Z,true,true,false,3,9,6.5844907407407405,false,false,false,COVERED,false
L24:T2:I105:S905,L24:T2:I105,905,2025-11-10T14:01:40.000Z,8080,2025-09-24T00:00:00.000Z,true,true,false,6,5,47.58449074074074,true,false,false,COVERED,false
L24:T2:I105:S1220,L24:T2:I105,1220,2025-11-10T14:01:40.000Z,14293,2025-11-08T00:00:00.000Z,true,true,false,4,4,2.584490740740741,false,false,false,COVERED,false
L24:T2:I105:S2081,L24:T2:I105,2081,2025-11-10T14:01:40.000Z,29381,2025-10-29T00:00:00.000Z,true,true,true,0,4,12.58449074074074,false,false,false,COVERED,false
L24:T2:I105:S171,L24:T2:I105,171,2025-11-10T14:01:40.000Z,26592,2025-10-22T00:00:00.000Z,true,true,true,0,6,19.58449074074074,false,false,false,COVERED,false
L24:T2:I105:S1826,L24:T2:I105,1826,2025-11-10T14:01:40.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L24:T2:I105:S1440,L24:T2:I105,1440,2025-11-10T14:01:40.000Z,9006,2025-11-03T00:00:00.000Z,true,true,true,0,7,7.5844907407407405,false,false,false,COVERED,false
L24:T2:I105:S784,L24:T2:I105,784,2025-11-10T14:01:40.000Z,28895,2025-08-22T00:00:00.000Z,true,true,true,0,6,80.58449074074075,true,true,false,COVERED,false
L24:T2:I105:S684,L24:T2:I105,684,2025-11-10T14:01:40.000Z,19695,2025-11-08T00:00:00.000Z,true,true,true,0,7,2.584490740740741,false,false,false,COVERED,false
L24:T2:I105:S2111,L24:T2:I105,2111,2025-11-10T14:01:40.000Z,21516,2025-06-21T00:00:00.000Z,true,false,,,8,142.58449074074073,true,true,true,STALE_GT_90D,false
L24:T2:I105:S985,L24:T2:I105,985,2025-11-10T14:01:40.000Z,2281,2025-10-15T00:00:00.000Z,true,true,true,0,10,26.58449074074074,false,false,false,COVERED,false
L24:T2:I105:S2093,L24:T2:I105,2093,2025-11-10T14:01:40.000Z,20864,2025-10-23T00:00:00.000Z,true,true,false,73,2,18.58449074074074,false,false,false,COVERED,false
L24:T2:I105:S1963,L24:T2:I105,1963,2025-11-10T14:01:40.000Z,3566,2025-10-13T00:00:00.000Z,true,true,true,0,6,28.58449074074074,false,false,false,COVERED,false
L24:T2:I105:S1479,L24:T2:I105,1479,2025-11-10T14:01:40.000Z,10604,2025-09-15T00:00:00.000Z,true,true,false,1,5,56.58449074074074,true,false,false,COVERED,false
L24:T2:I105:S2342,L24:T2:I105,2342,2025-11-10T14:01:40.000Z,11024,2025-07-12T00:00:00.000Z,true,false,,,9,121.58449074074075,true,true,true,STALE_GT_90D,false
L24:T2:I105:S523,L24:T2:I105,523,2025-11-10T14:01:40.000Z,7262,2025-11-09T00:00:00.000Z,true,true,true,0,4,1.5844907407407407,false,false,false,COVERED,false
L24:T2:I105:S2810,L24:T2:I105,2810,2025-11-10T14:01:40.000Z,20378,2025-10-19T00:00:00.000Z,true,true,false,97,5,22.58449074074074,false,false,false,COVERED,false
L24:T2:I105:S2472,L24:T2:I105,2472,2025-11-10T14:01:40.000Z,1796,2025-10-29T00:00:00.000Z,true,true,false,2,7,12.58449074074074,false,false,false,COVERED,false
L24:T2:I105:S2705,L24:T2:I105,2705,2025-11-10T14:01:40.000Z,14133,2025-11-02T00:00:00.000Z,true,true,true,0,5,8.58449074074074,false,false,false,COVERED,false
L24:T2:I105:S1754,L24:T2:I105,1754,2025-11-10T14:01:40.000Z,26843,2025-09-12T00:00:00.000Z,true,true,true,0,11,59.58449074074074,true,false,false,COVERED,false
L24:T2:I107:S2753,L24:T2:I107,2753,2025-11-12T09:25:25.000Z,26744,2025-10-14T00:00:00.000Z,true,true,true,0,3,29.392650462962962,false,false,false,COVERED,false
L24:T2:I107:S2612,L24:T2:I107,2612,2025-11-12T09:25:25.000Z,21162,2025-10-16T00:00:00.000Z,true,true,false,1,9,27.392650462962962,false,false,false,COVERED,false
L24:T2:I107:S1944,L24:T2:I107,1944,2025-11-12T09:25:25.000Z,13246,2025-10-03T00:00:00.000Z,true,true,false,76,5,40.39265046296296,true,false,false,COVERED,false
L24:T2:I107:S1411,L24:T2:I107,1411,2025-11-12T09:25:25.000Z,13724,2025-10-08T00:00:00.000Z,true,true,false,1,5,35.39265046296296,true,false,false,COVERED,false
L24:T2:I107:S1969,L24:T2:I107,1969,2025-11-12T09:25:25.000Z,12866,2025-10-18T00:00:00.000Z,true,true,true,0,9,25.392650462962962,false,false,false,COVERED,false
L24:T2:I107:S2119,L24:T2:I107,2119,2025-11-12T09:25:25.000Z,22010,2025-10-16T00:00:00.000Z,true,true,false,277,6,27.392650462962962,false,false,false,COVERED,false
L24:T2:I107:S426,L24:T2:I107,426,2025-11-12T09:25:25.000Z,6322,2025-09-30T00:00:00.000Z,true,true,true,0,6,43.39265046296296,true,false,false,COVERED,false
L24:T2:I107:S2742,L24:T2:I107,2742,2025-11-12T09:25:25.000Z,24485,2025-11-04T00:00:00.000Z,true,true,false,3,9,8.392650462962964,false,false,false,COVERED,false
L24:T2:I107:S905,L24:T2:I107,905,2025-11-12T09:25:25.000Z,8080,2025-09-24T00:00:00.000Z,true,true,false,6,5,49.39265046296296,true,false,false,COVERED,false
L24:T2:I107:S1220,L24:T2:I107,1220,2025-11-12T09:25:25.000Z,14293,2025-11-08T00:00:00.000Z,true,true,false,4,4,4.392650462962963,false,false,false,COVERED,false
L24:T2:I107:S2081,L24:T2:I107,2081,2025-11-12T09:25:25.000Z,29381,2025-10-29T00:00:00.000Z,true,true,true,0,4,14.392650462962964,false,false,false,COVERED,false
L24:T2:I107:S171,L24:T2:I107,171,2025-11-12T09:25:25.000Z,26592,2025-10-22T00:00:00.000Z,true,true,true,0,6,21.392650462962962,false,false,false,COVERED,false
L24:T2:I107:S1826,L24:T2:I107,1826,2025-11-12T09:25:25.000Z,,,false,false,,,,,false,false,false,NO_SNAPSHOT,false
L24:T2:I107:S1440,L24:T2:I107,1440,2025-11-12T09:25:25.000Z,9006,2025-11-03T00:00:00.000Z,true,true,true,0,7,9.392650462962964,false,false,false,COVERED,false
L24:T2:I107:S784,L24:T2:I107,784,2025-11-12T09:25:25.000Z,28895,2025-08-22T00:00:00.000Z,true,true,true,0,6,82.39265046296296,true,true,false,COVERED,false
L24:T2:I107:S684,L24:T2:I107,684,2025-11-12T09:25:25.000Z,19695,2025-11-08T00:00:00.000Z,true,true,true,0,7,4.392650462962963,false,false,false,COVERED,false
L24:T2:I107:S2111,L24:T2:I107,2111,2025-11-12T09:25:25.000Z,21516,2025-06-21T00:00:00.000Z,true,false,,,8,144.39265046296296,true,true,true,STALE_GT_90D,false
L24:T2:I107:S985,L24:T2:I107,985,2025-11-12T09:25:25.000Z,2281,2025-10-15T00:00:00.000Z,true,true,true,0,10,28.392650462962962,false,false,false,COVERED,false
L24:T2:I107:S2093,L24:T2:I107,2093,2025-11-12T09:25:25.000Z,20864,2025-10-23T00:00:00.000Z,true,true,false,73,2,20.392650462962962,false,false,false,COVERED,false
L24:T2:I107:S1963,L24:T2:I107,1963,2025-11-12T09:25:25.000Z,3566,2025-10-13T00:00:00.000Z,true,true,true,0,6,30.392650462962962,true,false,false,COVERED,false
L24:T2:I107:S1479,L24:T2:I107,1479,2025-11-12T09:25:25.000Z,10604,2025-09-15T00:00:00.000Z,true,true,false,1,5,58.39265046296296,true,false,false,COVERED,false
L24:T2:I107:S2342,L24:T2:I107,2342,2025-11-12T09:25:25.000Z,11024,2025-07-12T00:00:00.000Z,true,false,,,9,123.39265046296296,true,true,true,STALE_GT_90D,false
L24:T2:I107:S523,L24:T2:I107,523,2025-11-12T09:25:25.000Z,7262,2025-11-09T00:00:00.000Z,true,true,true,0,4,3.392650462962963,false,false,false,COVERED,false
L24:T2:I107:S2810,L24:T2:I107,2810,2025-11-12T09:25:25.000Z,20378,2025-10-19T00:00:00.000Z,true,true,false,97,5,24.392650462962962,false,false,false,COVERED,false
L24:T2:I107:S2472,L24:T2:I107,2472,2025-11-12T09:25:25.000Z,1796,2025-10-29T00:00:00.000Z,true,true,false,2,7,14.392650462962964,false,false,false,COVERED,false
L24:T2:I107:S2705,L24:T2:I107,2705,2025-11-12T09:25:25.000Z,14133,2025-11-02T00:00:00.000Z,true,true,true,0,5,10.392650462962964,false,false,false,COVERED,false
L24:T2:I107:S1134,L24:T2:I107,1134,2025-11-12T09:25:25.000Z,18797,2025-09-25T00:00:00.000Z,true,true,false,125,10,48.39265046296296,true,false,false,COVERED,false
L25:T0:S952,L25:T0,952,2026-05-14T00:00:00.000Z,29501,2026-05-06T00:00:00.000Z,true,true,true,0,7,8,false,false,false,COVERED,false
L25:T0:S735,L25:T0,735,2026-05-14T00:00:00.000Z,26907,2026-03-26T00:00:00.000Z,true,true,false,3,8,49,true,false,false,COVERED,false
L25:T0:S1080,L25:T0,1080,2026-05-14T00:00:00.000Z,3142,2026-04-08T00:00:00.000Z,true,true,false,67,4,36,true,false,false,COVERED,false
L25:T0:S1215,L25:T0,1215,2026-05-14T00:00:00.000Z,26519,2026-04-15T00:00:00.000Z,true,true,true,0,6,29,false,false,false,COVERED,false
L25:T0:S49,L25:T0,49,2026-05-14T00:00:00.000Z,20948,2026-04-08T00:00:00.000Z,true,true,true,0,8,36,true,false,false,COVERED,false
L25:T0:S1558,L25:T0,1558,2026-05-14T00:00:00.000Z,10691,2026-05-13T00:00:00.000Z,true,true,false,41,7,1,false,false,false,COVERED,false
L25:T0:S583,L25:T0,583,2026-05-14T00:00:00.000Z,5718,2026-02-12T00:00:00.000Z,true,false,,,8,91,true,true,true,STALE_GT_90D,false
L25:T0:S2907,L25:T0,2907,2026-05-14T00:00:00.000Z,18250,2026-04-18T00:00:00.000Z,true,true,true,0,7,26,false,false,false,COVERED,false
L25:T0:S2913,L25:T0,2913,2026-05-14T00:00:00.000Z,15764,2026-04-15T00:00:00.000Z,true,true,true,0,7,29,false,false,false,COVERED,false
L25:T0:S265,L25:T0,265,2026-05-14T00:00:00.000Z,14572,2026-05-06T00:00:00.000Z,true,true,true,0,7,8,false,false,false,COVERED,false
L25:T0:S2132,L25:T0,2132,2026-05-14T00:00:00.000Z,24574,2026-04-23T00:00:00.000Z,true,true,false,10,6,21,false,false,false,COVERED,false
L25:T0:S1954,L25:T0,1954,2026-05-14T00:00:00.000Z,12443,2026-02-01T00:00:00.000Z,true,false,,,5,102,true,true,true,STALE_GT_90D,false
L25:T0:S1839,L25:T0,1839,2026-05-14T00:00:00.000Z,4511,2026-04-27T00:00:00.000Z,true,true,true,0,6,17,false,false,false,COVERED,false
L25:T0:S2403,L25:T0,2403,2026-05-14T00:00:00.000Z,17299,2026-05-04T00:00:00.000Z,true,true,false,4,10,10,false,false,false,COVERED,false
L25:T0:S2492,L25:T0,2492,2026-05-14T00:00:00.000Z,923,2026-05-02T00:00:00.000Z,true,true,false,12,2,12,false,false,false,COVERED,false
L25:T0:S2937,L25:T0,2937,2026-05-14T00:00:00.000Z,20614,2026-04-23T00:00:00.000Z,true,true,true,0,5,21,false,false,false,COVERED,false
L25:T0:S1581,L25:T0,1581,2026-05-14T00:00:00.000Z,28479,2026-04-19T00:00:00.000Z,true,true,true,0,6,25,false,false,false,COVERED,false
L25:T0:S2116,L25:T0,2116,2026-05-14T00:00:00.000Z,9184,2026-04-26T00:00:00.000Z,true,true,true,0,7,18,false,false,false,COVERED,false
L25:T0:S324,L25:T0,324,2026-05-14T00:00:00.000Z,21106,2026-05-03T00:00:00.000Z,true,true,true,0,5,11,false,false,false,COVERED,false
L25:T0:S2581,L25:T0,2581,2026-05-14T00:00:00.000Z,12456,2026-04-15T00:00:00.000Z,true,true,true,0,1,29,false,false,false,COVERED,false
L25:T0:S1499,L25:T0,1499,2026-05-14T00:00:00.000Z,20254,2026-04-07T00:00:00.000Z,true,true,false,13,6,37,true,false,false,COVERED,false
L25:T0:S2192,L25:T0,2192,2026-05-14T00:00:00.000Z,28759,2026-05-12T00:00:00.000Z,true,true,true,0,4,2,false,false,false,COVERED,false
L25:T0:S487,L25:T0,487,2026-05-14T00:00:00.000Z,8580,2026-03-25T00:00:00.000Z,true,true,true,0,7,50,true,false,false,COVERED,false
L25:T0:S297,L25:T0,297,2026-05-14T00:00:00.000Z,5960,2026-04-15T00:00:00.000Z,true,true,true,0,11,29,false,false,false,COVERED,false
L25:T0:S1158,L25:T0,1158,2026-05-14T00:00:00.000Z,17318,2026-04-08T00:00:00.000Z,true,true,true,0,3,36,true,false,false,COVERED,false
L25:T0:S878,L25:T0,878,2026-05-14T00:00:00.000Z,7058,2026-05-12T00:00:00.000Z,true,true,true,0,5,2,false,false,false,COVERED,false
L25:T0:S2686,L25:T0,2686,2026-05-14T00:00:00.000Z,17616,2026-04-15T00:00:00.000Z,true,true,false,15,5,29,false,false,false,COVERED,false
L25:T0:S731,L25:T0,731,2026-05-14T00:00:00.000Z,19510,2026-04-28T00:00:00.000Z,true,true,false,27,2,16,false,false,false,COVERED,false
L25:T0:S2465,L25:T0,2465,2026-05-14T00:00:00.000Z,28308,2026-05-09T00:00:00.000Z,true,true,true,0,11,5,false,false,false,COVERED,false
L25:T0:S1627,L25:T0,1627,2026-05-14T00:00:00.000Z,20740,2026-03-10T00:00:00.000Z,true,true,true,0,11,65,true,true,false,COVERED,false
L25:T0:S1010,L25:T0,1010,2026-05-14T00:00:00.000Z,7497,2026-05-12T00:00:00.000Z,true,true,false,63,8,2,false,false,false,COVERED,false
L25:T0:S1212,L25:T0,1212,2026-05-14T00:00:00.000Z,9916,2026-05-03T00:00:00.000Z,true,true,true,0,6,11,false,false,false,COVERED,false
L25:T0:S1565,L25:T0,1565,2026-05-14T00:00:00.000Z,29245,2026-03-15T00:00:00.000Z,true,true,true,0,4,60,true,false,false,COVERED,false
L25:T0:S908,L25:T0,908,2026-05-14T00:00:00.000Z,26553,2026-05-05T00:00:00.000Z,true,true,true,0,9,9,false,false,false,COVERED,false
L25:T0:S1177,L25:T0,1177,2026-05-14T00:00:00.000Z,24175,2026-05-14T00:00:00.000Z,true,true,true,0,5,0,false,false,false,COVERED,false
L25:T0:S1168,L25:T0,1168,2026-05-14T00:00:00.000Z,1190,2026-05-12T00:00:00.000Z,true,true,true,0,6,2,false,false,false,COVERED,false
L25:T0:S2127,L25:T0,2127,2026-05-14T00:00:00.000Z,20211,2026-04-24T00:00:00.000Z,true,true,true,0,4,20,false,false,false,COVERED,false
L25:T0:S1114,L25:T0,1114,2026-05-14T00:00:00.000Z,27753,2026-03-31T00:00:00.000Z,true,true,true,0,9,44,true,false,false,COVERED,false
L25:T0:S2230,L25:T0,2230,2026-05-14T00:00:00.000Z,27267,2026-05-06T00:00:00.000Z,true,true,false,64,8,8,false,false,false,COVERED,false
L25:T0:S1325,L25:T0,1325,2026-05-14T00:00:00.000Z,1684,2026-04-20T00:00:00.000Z,true,true,true,0,6,24,false,false,false,COVERED,false
L25:T0:S1872,L25:T0,1872,2026-05-14T00:00:00.000Z,26977,2026-05-11T00:00:00.000Z,true,true,false,23,11,3,false,false,false,COVERED,false
L25:T0:S2952,L25:T0,2952,2026-05-14T00:00:00.000Z,1518,2026-05-05T00:00:00.000Z,true,true,true,0,12,9,false,false,false,COVERED,false
L25:T0:S2232,L25:T0,2232,2026-05-14T00:00:00.000Z,4770,2026-04-25T00:00:00.000Z,true,true,false,154,4,19,false,false,false,COVERED,false
L25:T0:S270,L25:T0,270,2026-05-14T00:00:00.000Z,2150,2026-05-12T00:00:00.000Z,true,true,true,0,6,2,false,false,false,COVERED,false
L25:T0:S387,L25:T0,387,2026-05-14T00:00:00.000Z,13585,2026-05-13T00:00:00.000Z,true,true,false,11,3,1,false,false,false,COVERED,false
L25:T0:S2604,L25:T0,2604,2026-05-14T00:00:00.000Z,74,2026-02-13T00:00:00.000Z,true,true,false,86,8,90,true,true,false,COVERED,false
L25:T0:S1856,L25:T0,1856,2026-05-14T00:00:00.000Z,22975,2026-04-18T00:00:00.000Z,true,true,false,5,12,26,false,false,false,COVERED,false
L25:T0:S2408,L25:T0,2408,2026-05-14T00:00:00.000Z,18885,2026-05-05T00:00:00.000Z,true,true,false,34,2,9,false,false,false,COVERED,false
L25:T0:S2276,L25:T0,2276,2026-05-14T00:00:00.000Z,17502,2026-04-09T00:00:00.000Z,true,true,false,152,4,35,true,false,false,COVERED,false
L25:T0:S2064,L25:T0,2064,2026-05-14T00:00:00.000Z,17637,2026-04-23T00:00:00.000Z,true,true,false,8,5,21,false,false,false,COVERED,false
L25:T0:S2477,L25:T0,2477,2026-05-14T00:00:00.000Z,15489,2026-05-08T00:00:00.000Z,true,true,true,0,3,6,false,false,false,COVERED,false
L25:T0:S923,L25:T0,923,2026-05-14T00:00:00.000Z,3888,2026-02-18T00:00:00.000Z,true,true,true,0,8,85,true,true,false,COVERED,false
L25:T0:S1126,L25:T0,1126,2026-05-14T00:00:00.000Z,9090,2026-05-07T00:00:00.000Z,true,true,true,0,8,7,false,false,false,COVERED,false
L25:T0:S2619,L25:T0,2619,2026-05-14T00:00:00.000Z,5676,2026-02-04T00:00:00.000Z,true,false,,,8,99,true,true,true,STALE_GT_90D,false
L25:T0:S2306,L25:T0,2306,2026-05-14T00:00:00.000Z,2932,2026-05-14T00:00:00.000Z,true,true,true,0,8,0,false,false,false,COVERED,false
L25:T0:S552,L25:T0,552,2026-05-14T00:00:00.000Z,17617,2026-04-24T00:00:00.000Z,true,true,true,0,5,20,false,false,false,COVERED,false
L25:T0:S1725,L25:T0,1725,2026-05-14T00:00:00.000Z,9283,2026-03-29T00:00:00.000Z,true,true,true,0,6,46,true,false,false,COVERED,false
L25:T0:S2424,L25:T0,2424,2026-05-14T00:00:00.000Z,24694,2026-05-07T00:00:00.000Z,true,true,false,10,5,7,false,false,false,COVERED,false
L25:T0:S1094,L25:T0,1094,2026-05-14T00:00:00.000Z,24388,2026-05-03T00:00:00.000Z,true,true,true,0,6,11,false,false,false,COVERED,false
L25:T0:S72,L25:T0,72,2026-05-14T00:00:00.000Z,16537,2026-05-12T00:00:00.000Z,true,true,true,0,6,2,false,false,false,COVERED,false
L25:T0:S1656,L25:T0,1656,2026-05-14T00:00:00.000Z,4332,2026-04-16T00:00:00.000Z,true,true,true,0,5,28,false,false,false,COVERED,false
L25:T0:S506,L25:T0,506,2026-05-14T00:00:00.000Z,20887,2026-05-02T00:00:00.000Z,true,true,true,0,4,12,false,false,false,COVERED,false
L25:T0:S2339,L25:T0,2339,2026-05-14T00:00:00.000Z,13093,2026-05-01T00:00:00.000Z,true,true,false,144,7,13,false,false,false,COVERED,false
L25:T0:S2191,L25:T0,2191,2026-05-14T00:00:00.000Z,16377,2026-05-11T00:00:00.000Z,true,true,false,98,2,3,false,false,false,COVERED,false
