lead_id,first_inquiry_id,score_time,primary_partition,F1_role,F2_role,F3_role,F4_role
4409,19973,2025-12-18T17:22:10.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4410,19979,2025-11-09T17:54:21.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4411,19982,2026-03-09T15:36:42.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4412,19990,2026-01-11T10:02:36.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
4413,19995,2025-11-28T07:49:08.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4414,20002,2025-03-02T07:00:39.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4415,20007,2025-02-03T15:45:50.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4416,20009,2025-12-13T19:07:43.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4417,20017,2025-05-23T13:45:17.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4418,20021,2025-12-28T16:19:43.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4419,20024,2025-10-23T19:13:34.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
4420,20029,2025-07-25T19:56:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4421,20031,2025-08-28T13:13:31.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4422,20032,2025-08-08T13:15:45.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4423,20039,2025-11-30T14:42:56.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4424,20044,2025-07-07T10:55:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4425,20046,2025-06-20T09:36:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4426,20055,2025-07-08T20:43:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4427,20059,2025-06-19T19:54:09.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4428,20063,2025-10-06T20:13:45.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
4429,20067,2025-05-08T15:41:02.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4430,20070,2026-03-17T11:17:00.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4431,20072,2025-11-24T10:06:46.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4432,20076,2025-04-21T20:59:30.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4433,20083,2025-03-13T11:21:56.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4434,20084,2026-06-25T19:17:04.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4435,20088,2025-07-07T09:28:43.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4436,20097,2025-09-22T07:06:53.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
4437,20098,2026-04-18T08:13:48.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4438,20105,2025-11-08T15:11:31.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4439,20111,2026-01-21T12:25:31.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
4440,20114,2025-09-10T15:50:10.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
4441,20125,2025-09-04T12:06:26.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
4442,20127,2025-11-09T18:23:24.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4443,20133,2025-10-03T16:17:06.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
4444,20142,2025-01-30T09:08:03.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4445,20145,2025-01-22T20:01:13.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4446,20151,2025-01-19T08:11:46.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4447,20156,2026-03-27T07:03:11.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4448,20157,2026-02-01T13:18:25.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
4449,20166,2025-06-27T20:21:37.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4450,20168,2026-04-29T17:09:10.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4451,20170,2025-05-19T16:02:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4452,20179,2025-10-19T11:05:11.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
4453,20182,2025-06-27T07:06:34.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4454,20188,2026-01-19T16:05:17.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
4455,20193,2025-04-23T19:37:46.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4456,20197,2025-05-30T19:27:44.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4457,20206,2026-03-27T12:37:51.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4458,20208,2026-05-16T14:38:00.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4459,20211,2025-02-04T20:10:42.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4460,20214,2025-06-06T10:03:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4461,20217,2025-09-17T14:31:51.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
4462,20222,2025-10-29T15:38:30.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
4463,20226,2025-12-25T11:08:52.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4464,20232,2026-01-15T13:32:14.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
4465,20235,2025-02-03T10:48:11.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4466,20242,2025-09-20T14:33:50.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
4467,20246,2025-10-19T08:12:00.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
4468,20253,2026-04-15T19:47:17.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4469,20257,2025-08-17T18:41:22.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4470,20259,2026-03-16T13:20:07.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4471,20265,2026-02-01T15:48:56.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
4472,20269,2025-08-26T07:15:02.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4473,20274,2026-05-01T11:47:30.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4474,20280,2025-03-06T10:08:04.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4475,20286,2025-01-24T09:17:55.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4476,20288,2025-12-28T10:41:44.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4477,20296,2025-05-30T13:05:18.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4478,20297,2025-05-31T15:56:07.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4479,20303,2025-12-23T13:02:06.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4480,20306,2025-10-23T19:14:54.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
4481,20314,2026-06-09T18:04:19.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4482,20320,2025-08-07T10:18:06.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4483,20324,2026-06-05T17:45:51.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4484,20332,2026-06-01T08:56:47.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4485,20340,2026-06-30T15:53:18.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4486,20348,2025-12-03T17:56:41.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4487,20351,2026-04-17T12:49:05.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4488,20356,2025-02-02T11:06:19.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4489,20363,2025-03-16T20:04:58.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4490,20367,2026-01-29T15:49:00.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
4491,20369,2026-03-20T13:34:02.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4492,20375,2026-06-21T18:03:00.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4493,20379,2025-04-05T16:51:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4494,20381,2025-04-25T08:52:55.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4495,20384,2025-10-06T17:16:55.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
4496,20385,2025-08-20T18:17:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4497,20387,2025-11-11T17:46:27.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4498,20389,2026-06-15T14:51:39.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4499,20394,2025-12-09T11:28:00.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4500,20400,2026-04-25T09:44:57.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4501,20409,2025-03-10T13:15:25.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4502,20410,2025-06-20T16:01:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4503,20413,2026-02-20T19:18:20.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
4504,20424,2025-05-03T19:12:43.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4505,20425,2025-08-12T18:47:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4506,20427,2025-11-24T10:18:59.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4507,20433,2026-06-12T14:08:56.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4508,20437,2026-03-10T20:21:48.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4509,20438,2025-10-18T13:10:51.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
4510,20443,2026-01-07T13:45:00.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
4511,20445,2025-06-29T11:50:15.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4512,20452,2026-06-11T17:55:00.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4513,20453,2025-04-30T18:49:10.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4514,20458,2025-11-28T20:45:37.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4515,20464,2026-05-20T08:08:47.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4516,20467,2025-08-20T20:08:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4517,20468,2026-01-30T10:11:53.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
4518,20473,2025-07-04T10:55:03.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4519,20477,2025-10-31T20:25:02.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
4520,20482,2025-09-11T11:21:40.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
4521,20486,2026-02-03T12:39:50.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
4522,20489,2025-02-17T13:16:02.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4523,20498,2026-04-17T16:14:15.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4524,20501,2025-04-24T18:49:07.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4525,20511,2025-09-16T09:39:13.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
4526,20513,2026-03-06T14:42:00.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4527,20517,2026-06-13T14:28:21.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4528,20520,2025-10-03T11:06:37.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
4529,20523,2025-05-13T17:53:10.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4530,20530,2026-04-10T19:02:21.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4531,20531,2026-03-04T09:36:38.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4532,20535,2026-04-20T09:42:03.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4533,20540,2025-12-21T17:46:29.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4534,20548,2025-09-16T09:10:59.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
4535,20552,2026-07-04T14:22:07.000000,POST_HOLDOUT_AUDIT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4536,20555,2026-02-19T20:15:09.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
4537,20557,2026-04-10T20:39:20.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4538,20564,2026-06-14T10:01:14.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4539,20568,2026-06-24T09:07:28.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4540,20575,2025-12-09T15:36:00.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4541,20577,2026-01-25T17:38:06.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
4542,20579,2026-04-11T09:54:13.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4543,20584,2025-11-10T13:14:34.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4544,20590,2026-06-16T14:41:15.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4545,20593,2025-09-05T16:03:55.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
4546,20595,2026-05-08T15:29:12.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4547,20597,2025-08-29T17:37:15.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4548,20600,2025-12-05T13:09:59.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4549,20607,2026-01-30T10:10:45.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
4550,20609,2026-06-16T10:14:03.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4551,20613,2026-03-27T10:51:00.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4552,20615,2026-06-29T08:34:55.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4553,20622,2025-05-28T17:37:51.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4554,20626,2025-11-14T15:16:09.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4555,20628,2025-12-06T18:29:00.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4556,20630,2025-02-23T10:37:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4557,20634,2026-04-08T17:40:51.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4558,20646,2025-04-25T10:18:22.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4559,20649,2025-01-17T10:46:21.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4560,20655,2025-05-22T15:44:21.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4561,20657,2025-05-18T16:00:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4562,20658,2025-10-28T16:26:53.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
4563,20662,2026-04-21T15:00:18.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4564,20665,2025-06-08T15:19:35.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4565,20673,2025-10-07T13:31:26.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
4566,20674,2025-07-05T18:23:15.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4567,20681,2025-08-09T19:52:15.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4568,20685,2025-04-26T20:49:49.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4569,20692,2025-01-30T13:45:30.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4570,20697,2025-04-11T14:55:10.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4571,20701,2025-11-24T18:57:04.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4572,20705,2025-07-21T07:58:44.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4573,20707,2026-01-01T20:14:40.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
4574,20710,2025-07-07T15:21:34.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4575,20714,2025-03-23T18:11:28.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4576,20716,2025-08-08T10:58:33.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4577,20720,2025-12-30T17:16:51.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4578,20723,2025-05-03T11:36:51.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4579,20724,2026-06-08T19:05:24.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4580,20730,2026-03-23T08:03:24.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4581,20732,2025-11-02T16:07:12.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4582,20740,2026-05-13T12:43:55.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4583,20744,2025-05-07T15:10:39.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4584,20748,2026-04-22T13:45:15.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4585,20749,2026-02-28T13:07:05.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
4586,20751,2026-02-19T08:53:34.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
4587,20759,2025-03-29T20:04:35.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4588,20765,2026-02-05T17:55:53.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
4589,20766,2025-04-30T12:14:07.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4590,20772,2026-01-28T13:11:16.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
4591,20775,2026-02-10T18:43:53.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
4592,20777,2025-07-10T09:53:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4593,20781,2026-04-21T08:38:16.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4594,20786,2025-02-18T08:37:06.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4595,20788,2025-06-23T15:27:58.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4596,20797,2026-01-27T12:37:33.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
4597,20802,2025-10-31T07:33:53.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
4598,20811,2026-03-26T09:54:44.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4599,20815,2025-11-06T08:13:01.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4600,20825,2025-12-20T10:06:24.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4601,20826,2026-02-13T18:48:12.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
4602,20830,2026-05-31T08:16:42.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4603,20832,2025-04-05T13:48:23.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4604,20841,2026-01-22T16:27:31.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
4605,20842,2025-02-23T17:18:34.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4606,20848,2025-08-18T19:17:39.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4607,20855,2026-02-06T13:45:04.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
4608,20856,2025-12-25T07:22:01.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4609,20859,2026-06-04T12:55:44.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4610,20866,2026-01-21T12:23:20.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
4611,20873,2026-06-06T19:00:20.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4612,20880,2026-03-01T12:26:19.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4613,20883,2026-03-31T08:35:28.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4614,20884,2026-05-15T10:56:11.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4615,20890,2026-05-20T20:03:52.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4616,20892,2025-02-05T17:22:45.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4617,20895,2025-05-14T10:23:32.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4618,20897,2025-08-22T15:22:13.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4619,20899,2025-01-21T14:13:27.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4620,20901,2026-04-25T11:05:38.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4621,20907,2025-04-14T10:05:19.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4622,20908,2025-02-28T07:57:25.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4623,20916,2025-12-01T20:05:17.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4624,20922,2026-04-12T19:35:00.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4625,20923,2025-10-15T20:14:17.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
4626,20926,2025-02-14T19:42:07.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4627,20931,2026-06-18T18:05:20.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4628,20934,2025-12-17T11:43:26.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4629,20939,2025-03-09T20:22:42.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4630,20943,2026-03-27T20:23:16.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4631,20947,2025-05-01T16:18:57.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4632,20954,2025-01-21T14:38:58.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4633,20955,2025-01-19T13:52:22.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4634,20963,2025-02-13T13:59:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4635,20968,2025-08-31T09:10:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4636,20972,2025-06-03T19:12:26.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4637,20979,2025-08-09T18:01:42.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4638,20983,2026-04-02T20:33:56.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4639,20987,2025-07-29T14:32:09.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4640,20994,2026-04-15T09:31:26.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4641,20998,2025-01-28T15:50:54.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4642,21002,2026-07-07T08:04:47.000000,POST_HOLDOUT_AUDIT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
4643,21007,2025-11-14T18:04:22.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4644,21010,2025-11-08T10:06:03.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
4645,21011,2025-06-14T09:55:52.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
4646,21012,2026-03-22T10:19:58.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
4647,21020,2025-02-13T07:58:17.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
