lead_id,user_type,company_size,industry,search_sector,search_modality,target_area_sqm,min_budget_mxn_rent_monthly,max_budget_mxn_rent_monthly,min_budget_mxn_sale_total,max_budget_mxn_sale_total,preferred_state,preferred_municipality,preferred_corridor,source,prior_searches,prior_inquiries,has_converted_before,lead_score_internal,created_at
4515,broker,small,manufacturing,Industrial,both,97.4,11992.85,16414.14,2158713.45,3077953.27,Jalisco,Guadalajara,americana-chapultepec,organic,0,0,false,0.7315,2026-05-20T00:00:00.000000
4516,broker,enterprise,logistics,Office,rent,1916.9,580734.53,697885.36,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,email,5,0,false,0.4036,2025-05-26T00:00:00.000000
4517,tenant_direct,enterprise,logistics,Industrial,both,429.3,55395.64,82834.62,9971214.48,12211909.0,Chihuahua,Chihuahua,centro-chihuahua,referral,0,1,false,0.304,2026-01-26T00:00:00.000000
4518,broker,medium,technology,Industrial,sale,421.0,,,8571520.15,10258738.28,Puebla,Puebla,angelopolis-lomas,organic,7,0,false,0.1717,2025-07-01T00:00:00.000000
4519,investor,medium,technology,Land,sale,104.8,,,766943.05,1095049.82,Yucatán,Mérida,paseo-montejo,organic,0,0,false,0.9177,2025-10-31T00:00:00.000000
4520,broker,small,logistics,Office,both,604.9,179110.8,226281.41,32239944.6,40891503.33,CDMX,Benito Juárez,del-valle-narvarte,email,47,2,false,0.4876,2025-09-11T00:00:00.000000
4521,broker,enterprise,retail,Industrial,rent,728.1,78710.56,108130.12,,,Jalisco,Zapopan,andares-puerta-hierro,paid,3,0,false,0.3537,2026-01-30T00:00:00.000000
4522,tenant_direct,large,retail,Land,rent,339.4,13678.52,20426.93,,,San Luis Potosí,San Luis Potosí,lomas-carranza,social,0,0,false,0.7473,2025-02-13T00:00:00.000000
4523,investor,small,technology,Industrial,both,730.1,76722.09,89107.7,13809976.33,19226445.49,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,email,9,5,true,0.8342,2026-04-17T00:00:00.000000
4524,investor,medium,healthcare,Office,both,889.4,232860.51,296750.5,41914891.24,57180072.45,Sonora,Hermosillo,centenario-colosio,referral,3,0,false,0.6035,2025-04-15T00:00:00.000000
4525,tenant_direct,small,other,Retail,sale,565.1,,,24329685.4,33650403.76,Yucatán,Mérida,paseo-montejo,paid,24,3,false,0.5857,2025-09-15T00:00:00.000000
4526,tenant_direct,medium,logistics,Retail,rent,85.1,19434.84,28039.46,,,Jalisco,Guadalajara,americana-chapultepec,paid,5,5,false,1.0,2025-08-02T00:00:00.000000
4527,tenant_direct,medium,other,Industrial,rent,8797.3,22255.53,30153.46,,,Sonora,Hermosillo,centenario-colosio,social,44,1,false,0.4044,2026-06-10T00:00:00.000000
4528,tenant_direct,small,healthcare,Retail,sale,1278.9,,,57144983.55,67588702.05,San Luis Potosí,San Luis Potosí,lomas-carranza,referral,0,0,false,0.9226,2025-10-02T00:00:00.000000
4529,broker,large,retail,Retail,rent,413.7,93523.84,127011.22,,,Sonora,Hermosillo,centenario-colosio,event,8,14,false,1.0,2025-05-06T00:00:00.000000
4530,tenant_direct,medium,technology,Retail,both,415.0,87582.99,118157.65,15764938.58,18262455.9,Nuevo León,San Pedro Garza García,vasconcelos-calzada,paid,25,0,false,0.0419,2026-03-31T00:00:00.000000
4531,investor,medium,retail,Office,sale,217.5,,,,13968872.24,Guanajuato,León,centro-leon,email,2,2,false,0.667,2026-03-04T00:00:00.000000
4532,broker,large,technology,Retail,rent,249.4,60131.6,80742.16,,,Jalisco,Guadalajara,americana-chapultepec,organic,0,5,false,1.0,2026-04-10T00:00:00.000000
4533,tenant_direct,enterprise,manufacturing,Retail,rent,903.3,,303332.11,,,CDMX,Cuauhtémoc,roma-condesa,referral,0,38,false,0.5018,2025-12-13T00:00:00.000000
4534,tenant_direct,medium,retail,Retail,both,1120.1,275779.69,335289.6,49640344.59,58867633.78,San Luis Potosí,San Luis Potosí,lomas-carranza,organic,9,0,false,0.4247,2025-09-15T00:00:00.000000
4535,tenant_direct,enterprise,,Land,sale,684.0,,,4377993.62,6558015.1,Chihuahua,Chihuahua,centro-chihuahua,email,1,0,false,0.4078,2026-06-30T00:00:00.000000
4536,broker,medium,logistics,Land,rent,575.5,22826.57,32120.52,,,CDMX,Miguel Hidalgo,polanco,organic,4,0,false,0.7991,2026-02-16T00:00:00.000000
4537,tenant_direct,enterprise,retail,Retail,sale,606.7,,,29219110.19,33471901.43,Puebla,Puebla,,paid,0,0,false,0.6914,2026-04-10T00:00:00.000000
4538,investor,small,other,Office,rent,371.6,114551.75,139043.13,,,San Luis Potosí,San Luis Potosí,lomas-carranza,organic,1,12,false,0.5335,2026-06-14T00:00:00.000000
4539,broker,large,,Industrial,rent,167.4,21311.35,29418.77,,,Guanajuato,León,centro-leon,organic,3,2,false,0.6784,2026-06-24T00:00:00.000000
4540,tenant_direct,small,financial,Retail,sale,143.8,,,,6661131.55,CDMX,Benito Juárez,del-valle-narvarte,referral,1,6,false,0.6361,2025-03-26T00:00:00.000000
4541,broker,enterprise,financial,Industrial,rent,984.4,104012.91,119307.22,,,CDMX,Benito Juárez,del-valle-narvarte,social,0,1,false,0.2114,2026-01-14T00:00:00.000000
4542,broker,enterprise,other,Retail,rent,381.5,90560.5,135221.13,,,Querétaro,Querétaro,juriquilla-juncos,organic,0,0,false,0.0191,2026-04-10T00:00:00.000000
4543,developer,medium,logistics,Retail,rent,546.1,126950.25,168368.09,,,San Luis Potosí,San Luis Potosí,lomas-carranza,social,5,9,false,0.0,2025-11-10T00:00:00.000000
4544,tenant_direct,,healthcare,Retail,rent,452.8,113454.51,136997.01,,,Jalisco,Guadalajara,americana-chapultepec,social,0,49,false,0.4397,2026-06-16T00:00:00.000000
4545,tenant_direct,medium,technology,Industrial,sale,469.3,,,9048083.22,11922314.43,Jalisco,Guadalajara,americana-chapultepec,event,23,0,false,0.6259,2025-09-01T00:00:00.000000
4546,broker,medium,manufacturing,Land,sale,497.6,,,,5721745.78,Yucatán,Mérida,paseo-montejo,paid,30,0,false,0.9214,2026-05-08T00:00:00.000000
4547,developer,large,manufacturing,Retail,rent,637.6,162057.44,226864.34,,,Baja California,Tijuana,zona-rio-aguacaliente,paid,0,3,false,0.887,2025-08-23T00:00:00.000000
4548,broker,large,technology,Office,rent,8228.1,71218.66,88524.68,,,San Luis Potosí,San Luis Potosí,lomas-carranza,paid,6,0,false,0.3686,2025-12-04T00:00:00.000000
4549,tenant_direct,medium,technology,Retail,sale,896.9,,,42282919.83,47209202.11,Baja California,Tijuana,zona-rio-aguacaliente,organic,3,1,false,0.563,2026-01-27T00:00:00.000000
4550,broker,small,technology,Industrial,both,232.4,27399.3,40041.68,4931874.86,6818472.69,Guanajuato,León,centro-leon,paid,48,0,false,0.5012,2026-06-16T00:00:00.000000
4551,broker,enterprise,retail,Retail,rent,462.1,115398.29,159080.28,,,San Luis Potosí,San Luis Potosí,lomas-carranza,email,0,5,false,0.3235,2025-03-25T00:00:00.000000
4552,tenant_direct,small,technology,Industrial,rent,169.9,22149.61,31544.68,,,Guanajuato,León,centro-leon,organic,21,72,false,0.33,2026-06-27T00:00:00.000000
4553,broker,large,retail,Retail,both,347.3,77171.45,105130.35,13890861.71,15580002.49,Guanajuato,León,centro-leon,organic,0,0,false,0.8098,2025-05-28T00:00:00.000000
4554,tenant_direct,small,healthcare,Industrial,rent,245.5,25845.15,37906.68,,,CDMX,Cuauhtémoc,roma-condesa,paid,0,4,false,0.1393,2025-11-12T00:00:00.000000
4555,broker,small,logistics,Industrial,both,397.1,45364.42,56151.2,8165595.73,10450920.54,Nuevo León,San Pedro Garza García,vasconcelos-calzada,social,3,4,true,0.0271,2025-08-26T00:00:00.000000
4556,tenant_direct,small,logistics,Industrial,both,654.9,77360.66,89936.71,13924918.27,20028203.37,CDMX,Cuauhtémoc,roma-condesa,referral,10,0,false,0.4082,2025-01-08T00:00:00.000000
4557,investor,medium,technology,Industrial,rent,411.9,50965.84,56198.4,,,Sonora,Hermosillo,centenario-colosio,email,0,0,false,0.4982,2026-04-08T00:00:00.000000
4558,tenant_direct,large,healthcare,Land,rent,1550.6,58357.16,64982.26,,,CDMX,Cuauhtémoc,,referral,1,0,false,0.1898,2025-04-25T00:00:00.000000
4559,broker,medium,technology,Retail,both,683.4,161638.08,233008.36,29094854.02,37932140.48,Jalisco,Guadalajara,americana-chapultepec,referral,7,0,false,0.4149,2025-01-11T00:00:00.000000
4560,tenant_direct,large,retail,Industrial,rent,332.5,41380.52,55695.83,,,Chihuahua,Chihuahua,centro-chihuahua,event,0,2,false,0.8737,2025-05-16T00:00:00.000000
4561,developer,large,manufacturing,Industrial,sale,367.5,,,8581600.56,10216076.92,Yucatán,Mérida,paseo-montejo,referral,0,0,false,0.4133,2025-04-04T00:00:00.000000
4562,broker,small,other,Retail,rent,509.3,113878.66,130128.07,,,Yucatán,Mérida,paseo-montejo,paid,5,59,true,0.5832,2025-10-22T00:00:00.000000
4563,broker,small,other,Industrial,sale,640.8,,,14877942.55,19146144.27,Puebla,Puebla,angelopolis-lomas,email,1,5,false,0.9713,2026-04-13T00:00:00.000000
4564,investor,large,financial,Office,both,163.9,50932.85,63867.51,9167912.42,12423783.45,CDMX,Cuauhtémoc,roma-condesa,organic,9,149,false,0.76,2025-06-05T00:00:00.000000
4565,broker,large,financial,Industrial,sale,611.0,,,12898582.58,14352756.91,Jalisco,Zapopan,andares-puerta-hierro,organic,3,5,false,0.6628,2025-10-06T00:00:00.000000
4566,tenant_direct,medium,manufacturing,Retail,rent,166.9,40583.03,59844.67,,,Yucatán,Mérida,paseo-montejo,event,7,114,true,1.0,2025-06-26T00:00:00.000000
4567,investor,small,logistics,Land,sale,570.8,,,3606018.57,4816995.14,Sonora,Hermosillo,centenario-colosio,paid,8,64,false,0.0073,2025-08-09T00:00:00.000000
4568,broker,large,technology,Industrial,sale,846.4,,,19243348.21,26896310.48,Jalisco,Zapopan,andares-puerta-hierro,event,1,0,false,1.0,2025-04-25T00:00:00.000000
4569,tenant_direct,small,retail,Land,rent,482.1,21075.87,28660.4,,,Estado de México,Toluca,metepec-toluca,email,2,2,false,0.1989,2025-01-21T00:00:00.000000
4570,tenant_direct,large,other,Land,sale,76.1,,,481882.02,712362.08,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,paid,3,0,false,0.0,2025-04-07T00:00:00.000000
4571,broker,small,other,Land,sale,111.5,,,871445.21,1254638.26,Querétaro,Querétaro,centro-queretaro,referral,1,6,false,0.4406,2025-11-15T00:00:00.000000
4572,investor,large,retail,Retail,rent,580.0,126988.13,149860.49,,,Jalisco,Guadalajara,americana-chapultepec,referral,52,0,true,0.9271,2025-07-18T00:00:00.000000
4573,broker,medium,retail,Land,both,69.5,3018.03,4187.72,543244.8,736618.22,CDMX,Benito Juárez,del-valle-narvarte,organic,8,0,false,0.3118,2026-01-01T00:00:00.000000
4574,tenant_direct,large,,Retail,rent,599.6,145404.59,194829.55,,,Jalisco,Guadalajara,,referral,6,0,false,0.2025,2025-06-28T00:00:00.000000
4575,investor,small,manufacturing,Land,rent,780.5,30206.57,38997.51,,,Querétaro,Querétaro,juriquilla-juncos,social,2,7,false,0.0,2025-03-12T00:00:00.000000
4576,broker,medium,retail,Industrial,rent,867.6,115591.73,140609.72,,,Guanajuato,León,centro-leon,event,0,99,true,0.4399,2025-08-02T00:00:00.000000
4577,investor,small,logistics,Retail,rent,329.4,81288.54,90263.84,,,Jalisco,Zapopan,andares-puerta-hierro,event,0,92,true,0.9852,2025-12-26T00:00:00.000000
4578,broker,large,technology,Retail,rent,531.5,112845.26,160493.08,,,Jalisco,Zapopan,andares-puerta-hierro,event,44,0,false,0.7107,2025-04-30T00:00:00.000000
4579,tenant_direct,small,technology,Industrial,rent,452.2,57875.96,66150.59,,,Jalisco,Guadalajara,americana-chapultepec,organic,1,3,false,0.604,2026-06-05T00:00:00.000000
4580,broker,small,retail,Office,sale,138.6,,,6429229.24,8035344.34,Guanajuato,León,centro-leon,paid,1,2,false,0.2893,2026-03-23T00:00:00.000000
4581,tenant_direct,large,financial,Industrial,sale,659.4,,,15749211.24,17414118.95,Jalisco,Guadalajara,americana-chapultepec,organic,0,84,true,0.9616,2025-10-27T00:00:00.000000
4582,investor,small,retail,Office,rent,1038.2,266456.86,328244.9,,,San Luis Potosí,San Luis Potosí,lomas-carranza,paid,16,1,false,0.1459,2026-05-10T00:00:00.000000
4583,investor,small,manufacturing,Industrial,sale,634.1,,,13653490.74,15877539.9,Jalisco,Guadalajara,americana-chapultepec,email,3,0,false,0.0313,2025-05-03T00:00:00.000000
4584,developer,large,logistics,Office,sale,274.1,,,13894336.36,19346337.81,Yucatán,Mérida,paseo-montejo,email,0,66,true,0.3143,2026-04-11T00:00:00.000000
4585,tenant_direct,large,financial,Office,sale,657.0,,,33641351.25,37437025.3,Jalisco,Guadalajara,,email,0,14,true,0.4922,2026-02-25T00:00:00.000000
4586,investor,enterprise,retail,Retail,both,972.6,235360.24,267858.1,42364843.98,60485530.58,Guanajuato,León,centro-leon,referral,6,5,false,1.0,2026-02-18T00:00:00.000000
4587,tenant_direct,medium,financial,Industrial,rent,886.7,104784.9,133474.8,,,Puebla,Puebla,angelopolis-lomas,paid,44,93,false,0.7878,2025-03-23T00:00:00.000000
4588,investor,medium,retail,Industrial,rent,803.9,101604.07,135458.57,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,1,0,false,0.4485,2026-01-26T00:00:00.000000
4589,tenant_direct,large,logistics,Office,rent,127.4,32610.04,47112.71,,,Jalisco,Zapopan,andares-puerta-hierro,paid,3,90,true,0.762,2025-04-18T00:00:00.000000
4590,investor,,manufacturing,Office,rent,516.6,155047.75,181814.67,,,CDMX,Cuauhtémoc,roma-condesa,referral,1,0,false,0.7845,2026-01-22T00:00:00.000000
4591,broker,large,other,Industrial,rent,614.8,65249.67,80612.97,,,Querétaro,Querétaro,juriquilla-juncos,social,2,3,false,0.2675,2026-02-10T00:00:00.000000
4592,tenant_direct,small,other,Land,rent,810.6,35197.83,42368.21,,,San Luis Potosí,San Luis Potosí,lomas-carranza,referral,43,1,false,0.4105,2025-07-05T00:00:00.000000
4593,tenant_direct,enterprise,financial,Office,sale,561.1,,,30046389.54,37750308.38,Guanajuato,León,centro-leon,paid,3,0,false,0.2924,2026-04-20T00:00:00.000000
4594,broker,large,other,Office,both,1163.1,349709.94,438622.63,62947788.66,93494246.14,Puebla,Puebla,angelopolis-lomas,email,5,3,false,0.8128,2025-02-14T00:00:00.000000
4595,broker,medium,technology,Retail,sale,107.9,,,4426616.02,6596060.21,Jalisco,Guadalajara,americana-chapultepec,organic,0,3,false,0.9635,2025-06-19T00:00:00.000000
4596,developer,medium,,Land,sale,578.2,,,4527244.35,6503578.62,Nuevo León,Monterrey,macroplaza,paid,0,6,false,0.885,2026-01-23T00:00:00.000000
4597,tenant_direct,small,,Office,sale,546.8,,,28877982.11,36178297.28,Yucatán,Mérida,paseo-montejo,social,1,3,false,0.6422,2025-10-29T00:00:00.000000
4598,broker,medium,retail,Industrial,sale,736.7,,,17776698.31,25878597.45,CDMX,Benito Juárez,del-valle-narvarte,event,1,5,false,0.3369,2026-03-26T00:00:00.000000
4599,broker,large,manufacturing,Retail,rent,1155.1,243949.4,338160.1,,,CDMX,Benito Juárez,del-valle-narvarte,organic,0,80,true,0.5527,2025-11-04T00:00:00.000000
4600,tenant_direct,medium,,Office,rent,209.0,62780.15,237981.39,,,Estado de México,Toluca,metepec-toluca,paid,33,0,false,0.966,2025-12-16T00:00:00.000000
4601,tenant_direct,medium,financial,Office,rent,6979.6,325603.64,455756.34,,,Estado de México,Toluca,metepec-toluca,referral,5,0,false,0.8308,2026-02-09T00:00:00.000000
4602,investor,small,healthcare,Land,rent,692.6,31089.88,42139.78,,,Chihuahua,Chihuahua,centro-chihuahua,organic,2,4,false,0.8677,2026-05-25T00:00:00.000000
4603,developer,large,manufacturing,Land,sale,342.3,,,2429296.66,3508661.99,Estado de México,Naucalpan de Juárez,,organic,3,5,false,0.1355,2025-04-02T00:00:00.000000
4604,tenant_direct,medium,other,Retail,rent,206.0,46725.26,53472.55,,,CDMX,Benito Juárez,del-valle-narvarte,paid,4,10,false,0.5541,2026-01-20T00:00:00.000000
4605,tenant_direct,small,,Industrial,rent,448.2,58895.78,77503.53,,,Estado de México,Toluca,metepec-toluca,referral,0,89,true,0.847,2025-02-13T00:00:00.000000
4606,broker,enterprise,healthcare,Retail,rent,477.3,109565.12,151292.97,,,Estado de México,Toluca,metepec-toluca,paid,2,0,false,0.5912,2025-08-12T00:00:00.000000
4607,investor,medium,retail,Land,sale,496.3,,,3754715.28,4501612.01,Jalisco,Zapopan,andares-puerta-hierro,organic,10,10,false,0.2625,2026-02-04T00:00:00.000000
4608,broker,medium,manufacturing,Land,rent,251.2,9626.06,12905.62,,,Estado de México,Toluca,metepec-toluca,organic,0,0,false,0.3247,2025-12-22T00:00:00.000000
4609,broker,enterprise,financial,Industrial,rent,599.3,79935.55,92427.53,,,CDMX,Cuauhtémoc,roma-condesa,social,0,0,false,0.0844,2026-06-03T00:00:00.000000
4610,developer,medium,other,Industrial,rent,293.5,35455.04,52778.93,,,Estado de México,Toluca,metepec-toluca,organic,1,0,true,0.9522,2026-01-19T00:00:00.000000
4611,investor,enterprise,technology,Industrial,rent,918.7,105274.57,135120.79,,,Yucatán,Mérida,paseo-montejo,organic,0,0,true,0.6655,2026-06-06T00:00:00.000000
4612,broker,large,retail,Retail,sale,1300.0,,,60687262.91,87155033.04,Querétaro,Querétaro,juriquilla-juncos,organic,9,2,false,0.9859,2026-02-27T00:00:00.000000
4613,tenant_direct,large,retail,Office,rent,220.5,54977.1,66041.72,,,Yucatán,Mérida,paseo-montejo,referral,42,5,false,0.3096,2026-03-26T00:00:00.000000
4614,tenant_direct,small,retail,Office,rent,407.2,102444.57,146029.78,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,referral,45,0,false,0.327,2026-05-15T00:00:00.000000
4615,broker,small,healthcare,Office,both,773.6,234835.49,308038.33,42270388.71,51221130.18,Jalisco,Guadalajara,americana-chapultepec,social,0,11,false,0.5914,2026-05-19T00:00:00.000000
4616,broker,medium,,Office,rent,474.0,126872.49,188984.28,,,Chihuahua,Chihuahua,centro-chihuahua,paid,0,4,false,0.1663,2025-01-31T00:00:00.000000
4617,broker,,retail,Land,sale,150.8,,,997976.23,1171066.69,CDMX,Benito Juárez,del-valle-narvarte,organic,11,0,false,0.6336,2025-05-11T00:00:00.000000
4618,tenant_direct,small,financial,Office,sale,717.3,,,36940303.48,40690697.22,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,0,188,false,0.4662,2025-08-19T00:00:00.000000
4619,tenant_direct,medium,retail,Industrial,rent,255.0,28720.47,40441.94,,,Jalisco,Zapopan,andares-puerta-hierro,social,2,4,false,0.2547,2025-01-16T00:00:00.000000
4620,tenant_direct,large,technology,Retail,rent,449.6,121034.27,616122.45,,,CDMX,Cuauhtémoc,roma-condesa,organic,1,12,false,0.3528,2026-04-17T00:00:00.000000
4621,broker,small,logistics,Retail,rent,194.0,50304.1,61035.94,,,Querétaro,Querétaro,centro-queretaro,organic,0,99,true,0.9398,2025-04-09T00:00:00.000000
4622,investor,large,manufacturing,Retail,rent,682.8,179803.97,265353.71,,,Querétaro,Querétaro,centro-queretaro,organic,8,74,true,0.6368,2025-02-28T00:00:00.000000
4623,tenant_direct,enterprise,other,Retail,rent,290.4,75498.02,112533.29,,,Jalisco,Guadalajara,americana-chapultepec,social,36,80,true,0.6436,2025-11-28T00:00:00.000000
4624,investor,large,financial,Industrial,sale,735.5,,,17419702.85,21692610.19,Nuevo León,Monterrey,macroplaza,paid,25,3,false,0.7176,2025-08-23T00:00:00.000000
4625,broker,large,other,Industrial,rent,335.7,38648.65,45712.03,,,Jalisco,Guadalajara,americana-chapultepec,referral,0,7,false,0.9339,2025-10-15T00:00:00.000000
4626,tenant_direct,large,technology,Industrial,rent,278.3,34846.84,48672.97,,,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,0,0,false,0.6204,2025-02-14T00:00:00.000000
4627,investor,small,financial,Retail,sale,521.8,,,24833303.44,32572514.13,Baja California,Tijuana,zona-rio-aguacaliente,social,0,2,false,0.4913,2026-06-12T00:00:00.000000
4628,broker,medium,manufacturing,Land,rent,183.4,7676.52,9815.93,,,Puebla,Puebla,angelopolis-lomas,organic,9,15,false,0.1847,2025-12-15T00:00:00.000000
4629,broker,enterprise,financial,Office,sale,1383.0,,,78368918.16,88261755.61,Jalisco,Zapopan,andares-puerta-hierro,referral,0,0,false,0.827,2025-02-26T00:00:00.000000
4630,broker,large,manufacturing,Retail,rent,444.9,116529.46,149299.88,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,social,0,0,false,0.2837,2026-03-27T00:00:00.000000
4631,broker,large,retail,Retail,sale,262.2,,,10110777.0,12424199.56,Yucatán,Mérida,paseo-montejo,organic,0,2,false,0.1864,2025-04-28T00:00:00.000000
4632,tenant_direct,enterprise,technology,Land,both,294.8,11797.95,15516.82,2123630.58,3089701.43,Estado de México,Toluca,metepec-toluca,referral,0,13,false,1.0,2025-01-21T00:00:00.000000
4633,broker,small,healthcare,Office,sale,395.3,,,18804663.67,25688378.39,San Luis Potosí,San Luis Potosí,,paid,2,7,false,0.6678,2025-01-10T00:00:00.000000
4634,broker,medium,healthcare,Industrial,both,786.6,103237.6,148599.85,18582767.84,26873375.72,Baja California,Tijuana,zona-rio-aguacaliente,paid,0,1,false,0.6568,2025-01-29T00:00:00.000000
4635,tenant_direct,large,technology,Retail,rent,208.1,55408.21,80830.41,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,referral,31,3,false,0.8971,2025-05-15T00:00:00.000000
4636,broker,small,logistics,Retail,rent,301.2,73499.46,92339.38,,,Baja California,Tijuana,zona-rio-aguacaliente,referral,3,50,true,0.3524,2025-06-01T00:00:00.000000
4637,broker,medium,financial,Retail,rent,377.1,80500.57,119094.74,,,Estado de México,Toluca,metepec-toluca,referral,6,0,false,0.9878,2025-08-08T00:00:00.000000
4638,tenant_direct,large,manufacturing,Land,rent,1155.3,44442.32,62684.02,,,CDMX,Miguel Hidalgo,polanco,referral,3,0,false,0.5957,2026-03-29T00:00:00.000000
4639,broker,large,retail,Office,both,788.4,203564.87,292960.93,36641676.38,46497115.48,Chihuahua,Chihuahua,centro-chihuahua,referral,7,109,false,0.6599,2025-07-21T00:00:00.000000
4640,broker,medium,healthcare,Retail,rent,1194.8,288841.12,420700.4,,,Yucatán,Mérida,paseo-montejo,organic,1,0,false,0.3806,2026-04-11T00:00:00.000000
4641,broker,large,logistics,Office,rent,399.1,125277.5,474476.59,,,Querétaro,Querétaro,centro-queretaro,referral,0,5,false,1.0,2025-01-27T00:00:00.000000
4642,broker,small,financial,Office,both,5655.3,287736.22,410048.8,51792518.8,77029337.96,Baja California,Tijuana,zona-rio-aguacaliente,referral,0,0,false,0.5501,2026-06-29T00:00:00.000000
4643,tenant_direct,enterprise,logistics,Industrial,rent,952.0,120925.87,140038.41,,,CDMX,Benito Juárez,del-valle-narvarte,referral,3,5,false,0.1211,2025-11-13T00:00:00.000000
4644,broker,,financial,Industrial,sale,637.4,,,14906235.03,21311228.57,Yucatán,Mérida,paseo-montejo,paid,7,9,false,0.9785,2025-11-03T00:00:00.000000
4645,broker,enterprise,technology,Industrial,rent,674.4,87602.47,117221.82,,,Chihuahua,Chihuahua,centro-chihuahua,paid,48,76,true,0.4206,2025-06-02T00:00:00.000000
4646,developer,medium,other,Retail,both,257.0,56275.3,77528.07,10129554.24,11224215.75,Baja California,Tijuana,zona-rio-aguacaliente,event,0,1,false,0.6106,2026-03-19T00:00:00.000000
4647,investor,medium,retail,Land,rent,1412.6,52795.35,64545.61,,,Nuevo León,Monterrey,macroplaza,paid,27,5,false,0.2946,2025-02-01T00:00:00.000000
4648,broker,medium,healthcare,Office,sale,328.6,,,15415636.22,91877107.66,Jalisco,Zapopan,andares-puerta-hierro,paid,0,0,false,0.0879,2025-11-18T00:00:00.000000
4649,broker,small,healthcare,Office,sale,578.8,,,27692178.8,32158306.77,Sonora,Hermosillo,centenario-colosio,organic,1,0,false,0.1343,2025-08-07T00:00:00.000000
4650,tenant_direct,medium,logistics,Industrial,both,628.4,66866.82,77353.46,12036027.5,14363886.65,Jalisco,Zapopan,andares-puerta-hierro,social,0,1,false,0.2713,2025-10-01T00:00:00.000000
4651,investor,large,manufacturing,Office,both,148.8,42079.57,53734.47,7574323.05,10426075.32,San Luis Potosí,San Luis Potosí,lomas-carranza,paid,0,0,false,0.8775,2026-05-22T00:00:00.000000
4652,investor,large,,Office,sale,376.7,,,20126648.23,25982960.01,Jalisco,Guadalajara,americana-chapultepec,email,1,5,false,1.0,2025-12-30T00:00:00.000000
4653,broker,small,retail,Retail,rent,450.5,101649.32,464641.34,,,CDMX,Miguel Hidalgo,polanco,event,31,195,false,0.1278,2026-05-15T00:00:00.000000
4654,broker,large,logistics,Land,rent,360.5,14924.38,21440.51,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,13,0,false,0.6301,2025-02-28T00:00:00.000000
4655,tenant_direct,enterprise,technology,Office,both,379.8,107558.08,141540.03,19360454.11,25729850.27,Querétaro,Querétaro,juriquilla-juncos,email,3,0,false,1.0,2025-04-22T00:00:00.000000
4656,investor,large,technology,Retail,sale,1115.6,,,43363953.97,62838408.25,CDMX,Benito Juárez,del-valle-narvarte,paid,0,91,true,0.2246,2025-09-18T00:00:00.000000
4657,investor,medium,other,Retail,both,218.2,48965.23,65321.14,8813741.21,10462810.81,Jalisco,Guadalajara,americana-chapultepec,paid,51,5,false,0.8695,2025-04-11T00:00:00.000000
4658,broker,small,retail,Industrial,sale,160.0,,,3231706.62,3734834.17,San Luis Potosí,San Luis Potosí,lomas-carranza,referral,2,0,false,0.5335,2026-05-08T00:00:00.000000
4659,tenant_direct,enterprise,retail,Office,rent,258.5,72164.88,100890.69,,,CDMX,Miguel Hidalgo,polanco,referral,2,41,true,0.5113,2025-12-26T00:00:00.000000
4660,broker,medium,retail,Industrial,rent,659.0,81607.61,113767.11,,,Guanajuato,León,centro-leon,social,0,0,false,0.9154,2025-11-14T00:00:00.000000
4661,tenant_direct,medium,logistics,Office,rent,705.7,187795.42,227224.74,,,Nuevo León,Monterrey,macroplaza,organic,0,0,false,0.1473,2026-05-02T00:00:00.000000
4662,investor,large,manufacturing,Land,sale,597.9,,,3903856.71,5137243.04,Puebla,Puebla,angelopolis-lomas,paid,0,0,false,0.4883,2025-06-27T00:00:00.000000
4663,tenant_direct,medium,financial,Office,rent,741.4,195622.56,275621.58,,,Querétaro,Querétaro,centro-queretaro,organic,0,0,false,0.3073,2025-10-21T00:00:00.000000
4664,broker,,manufacturing,Office,rent,467.5,115846.23,131181.63,,,Sonora,Hermosillo,,organic,0,0,false,0.564,2025-11-22T00:00:00.000000
4665,tenant_direct,small,technology,Industrial,sale,5409.2,,,6222459.83,9164238.74,Nuevo León,Monterrey,macroplaza,paid,42,0,false,0.5071,2025-11-18T00:00:00.000000
4666,tenant_direct,large,,Office,rent,200.8,59036.02,85749.84,,,Querétaro,Querétaro,centro-queretaro,social,9,7,false,0.7123,2025-10-02T00:00:00.000000
4667,investor,enterprise,technology,Land,rent,160.7,6702.35,9996.84,,,CDMX,Miguel Hidalgo,polanco,email,0,99,true,0.1934,2025-11-26T00:00:00.000000
4668,broker,,healthcare,Office,rent,332.8,95921.87,128713.19,,,Querétaro,Querétaro,centro-queretaro,paid,22,15,false,0.84,2026-04-27T00:00:00.000000
